"Very basic stay in Macau, and as a Titanium Elite Member, I expected more than a plate of fruits in my very basic, old feeling room, which deserves some remodeling.  Unfortunately, I wasn’t upgraded to a suite as expected whenever there’s one available (and there was). That would have made a big difference.  In fact, the only good thing about my stay was Ms. Carmela at the Club Lounge, who’s a true professional and the sweetest person. Thank you. ",20
This is my first time to stay here for family trip.Front Desk Staff gave us a surprise gift and extended out checkout time. The kids really enjoy about this. Room is comfortable. Pricing is good.    We are happy with kind of service we get all the times. Keep up the good work..!!,50
this is my second time to stay this hotel.  As i like their service to our guest.  I email to tell them that my niece celebrate birthday during this trip.  Hotel replied us will arrange balloon decoration.  Our nieces opened the door and saw many balloons at the floor inside the room.  They are so happy and also has mini cake and DIY birthday card to her.  Really gave them the best memory. Thanks for Sheraton team :),50
"The hotel is very huge with two Towers. Very crowded all day long with casinos. I stayed here for 3 night business trip and found it was perfect. Spacious room and washroom, shower, bathtub, amenities, variety choices of breakfast buffet etc. The downside is check-in process. They have several counters and the main one was with very long queue (around 30 guests). Though hotel staff arranged me to make it at the other Tower in upper floor, the staff took around 20-30  mins each. Too many details in checking in in their system. Worth to stay anyway.",40
"This is my 3rd time to stay here for business trip. Actually overall was fine everything was perfect except my pictures below: I stayed in a standard room with 5 nights, which I found the facilities in washroom was broken!! I don’t know why the room was still available for accommodation under this situation! First, the shower door was fallen which even can’t totally close the door when I was doing shower. Second, the hanging bar aside was also broken too, nothing can be hanging on or even touch the bar. Third, tho not a big deal that 1 towel was dirty & 1 towel was a bit damaged.  I am not blame on their service but guys should much more focus on hotel facilities maintenance, and please keep checking the situation of all the rooms before anyone moves in! ",40
"I received an email stating I can check in at Marriott Bonvoy counter but when I wanted to step onto the steps, I was blocked by a Marriott lady staff who was very unfriendly and rude requesting me to show the print out indicating I am a Marriott member.  I told her that I am a gold member but I didnt print out the check in email or downloads the apps.  However, I asked her to let me in to sit on the sofa first and show her my passport.  She used her  body to block me to go in, I felt so insulted. My husband just came in and gave her my passport, then she passed the passport to let the reception staff to check.  After checking, our booking was there.  The lady did not apologize for her rudeness but just walked away.",30
"The Sheraton grand Macao is less expensive than other Marriott hotels in Macao. It’s a huge hotel with 4000 rooms, so check in can get really crowded depends on when you arrive. Hotel buffets can be disappointing to westerners since they’re mainly prepared for locals.",50
All thanks to Jezreel (Manager)for assisting us to reserved a table despite of busy week. Ivy and Amiel (lovely service ambassadors) for ensuring we are taken care of. Me and my husband is so grateful to you guys! You can genuinely feel the Filipino hospitality.  Hospitality at its finest! You guys are the best!,50
"Arrive hotel at 5pm and the queue isn't very long, but the ground staff took me to 4/F club lounge but it takes around 5 mins up and down, once we get out from the lift, original I am at 2nd, other guests jump in front of me and make me into fifth...so sad, the staff should arrange it...In fact, I don't feel it is faster with only 2 staffs there and feel inexperience.  Finally, I can check in and the lady told me they only have double room, but what I booked is a twin room, also she said all non smoking rooms are unavailable or still tidy up, OMG...is 5pm, I suppose everything are ready...what's a poor front desk service I never have in Sheraton group. At the end, I can get a room I booked, but it's a bit non professional the lady process my booking with talking her mobile with…",20
"We arrived at Sheraton Macao around 1 pm and queue for the check in. Check in was quiet long due to the reception offer for the room upgrade so will get free breakfast or lunch for our stay. So after we check in and go to our room at 2-2024, we go to Feast for our lunch until 3pm. This hotel was in a good area with alot of place like Venetian and Parisian to visit. Their shops was old enough and so crowded for the hotel. Unfortunely this hotel provide shuttle service to the airport but its start from 10am, but our flight are 10.30.  Actually the room was good and spacy, but i thought this hotel old enough. Maybe next time visit Macao again will consider to stayed at this hotel again....",40
"I was stayed at here on 21/12 until 23/12.I booked a Deluxe twin room(2547,Earth Tower) through Agoda.The hotel is crowded because there are so many people.But the check in queue is very2 long.Great service by concierge.Room in Earth Tower was outdated,Sky Tower could be their newer tower.Room are fairly clean but little old.Cannot control the speed of shower in the bathroom.They also have free shuttle buses to airport and ferry terminal.Lastly,NEED TO IMPROVE MORE ON CLEANINESS IN THE CASINO TOILET.The casino toilet was very2 dirty.",30
"It was great hilidays with members of Sheraton, especially great thank you to Thapa for dinner at Feast!!!! I hope to see you again on the next trip!!! Happy Christmas and HAPPY  NEW YEAR ALL. see you soon.",50
"Experienced a good service from the Reservations team, Front Desk and Room Service. They tried best to answer and assist to arrange a comfortable stay.  Special to mention, it was a super busy day when we checked in. Mr. Jacky Lo of Front Desk was cheerful, patient and detailed-minded. He addressed well to my trip purpose and offered his assistance to my preferences. He helped much to imprint a good impression and professionalism.",40
"Like all the Cotai strip hotels the Sheraton is expensive but not as expensive as some of the other hotels.  The staff here are excellent. Right from the Concierge to Reception to staff in the restaurant.  Can’t speak for other rooms but our room did need a refurb.  The shower was terrible, impossible to adjust flow and direction of water.  Toilet flushing was the loudest we have ever heard in any hotel. So was very audible from other rooms.  But ignoring the bathroom need of refurb the room was very large and the bed very comfortable.  One of the best things about the Sheraton was that it has a shuttle bus that takes you to other hotels/casinos/shopping centres.  The food in the restaurant was great especially the buffet breakfast with so much variety from Asian to western food…",40
"Comfortable Room Sheraton style, Traditional Macao menu for breakfast, fresh fruit. Easy access to casino just go down and a lot infront of hotel. Foyer and Ballroom convenient to use, near rest room. ",50
1. Room was clean neat and comfortable. 2. There was free airport shuttle bus to the airport right at the lobby.  Disliked · I was in Macau for a friends's wedding. Before arriving i contacted the hotel and inform them that we have a back to back booking 2 days stay paid by me and 1 day stay paid by my friend and another 1 day stay paid by me the hotel replied that we had to state this when checking in and depends on availability. But when i arrived the hotel said they were not informed that i had a back to back booking and had to move rooms on the day of my friend's wedding and also they said we had to move because of the WIIFI. Knowing that we will stay continuously a room with no problems should have been arrange for us. Which was really troublesome because my friend and i…,40
"Is not easy to manage the Sheraton with most number of rooms in the world, but I found the staff very professional and really efficient.  Hotel is quite new, very clean and comfortable.  The views are impressive and the breakfast is excellent.  Gym, spa and swimmingpools are very nice.  It´s in Cotai area, but very easy to move around with shuttle bus service (take and drop from this hotel or the others nearby) or public bus or even taxi.  Macau is not that big. It would be my choice again.  Congratulations to the staff and Sheraton Group.",50
"Had such an amazing experience at the Sheraton hotel. The staff were so friendly, rooms were spacious and everywhere was so orderly. Met a super friendly staff, Thapa who worked at Feast, he was so attentive and always ready to help us! Hope to come back soon! ",50
"We stayed at Sheraton Grand Macao for 1 night. Our room is nice and centrally located. I like that I was able to check in at the Club Lounge instead of the main lobby. Our room is in the Sky Tower. According to a website, this is supposed to be the biggest Sheraton hotel in the world. We had a lovely view of the Parisian Eiffel Tower from our room. The room itself is nicely decorated with accents of red and black. Perhaps the best feature of the hotel is the ease of check in and out, and the transport from hotel to the Cotai waterjet where we took the boat back to Hong Kong.",50
I would like to extend my sincere appreciation for your chef - Ms Wong Wai Hung at Feast. She is always proactive to ask customers about the ingredients of sop noodles in a courteous manner. My family has enjoyed dining the lunch buffet today lunch and I highly recommend my friends and relatives to using your hotel service in future.,50
"Spacious room, quite a luxury! Competitive room rate. Lots of space for us to put our shopping! Nice size large bathroom! Fantastic bed, sheets and pillows slept so well! Location is close to shopping malls and connects to across the road too - as Macau is LOTS of walking if you are not on a shuttle bus or taxi! ",40
"Fantastic Hotel, and spectacular spread of breakfast, with lovely and cordial staff everywhere.  Special thanks to Ms Kavita Mahat, in the Feast restaurant, who was of great help, even though her duty hours finished already. Would definitely stay in this hotel again and again.",50
"It's fine if you like gambling, I guess. And shopping though the prices are twice as high for brand names than anywhere else. The rooms are large and comfortable> the rest of the hotel is like being on a crowded city street. No quiet lounge or coffee shop or bar. They were waxing the floor in the lobby at 1 am when people are still out and about and the one coffee shop bar in the middle of the crowded lobby was already closed. I guess the only thing left to do is gamble.",30
"It was our first time staying at Sheraton Grand Macao Hotel in Cotai.  Due to the protests in Hong Kong, we decided to go directly from HKG Skypier to Macao Taipa Ferry Terminal.  There’s a shuttle that takes us directly to Sheraton. The Reception staff Eurika was so awesome to help me find a room with a view with the Parisian Eiffel Tower for my birthday stay. Another staff Erika has sent a small birthday treat to our room.  Rich at Bene Italian Restaurant inside Sheraton took care of us, gave us a discount rate and special dessert due to being my birthday. Our room attendant gave us extra coffee when she realizes we drank coffee.  The room was very spacious and comfortable.  On the 2nd floor, there’s shopping area and on the 3rd floor, there’s an Asian food court. There’s…",50
"We had a very enjoyable stay at the Sheraton Grand Macao Hotel.  The hotel is connected to the Cotai mall and you can walk to the Venetian, Parisian, the high end mall, lots of different restaurants and shops.  Great spot and reminds us of the strip in Las Vegas.  The Sheraton hotel is extremely busy with lots of people constantly checking in/out, so if you're familiar with Vegas hotels on the strip is extremely similar.  For those folks that have Marriott Bonvoy status you can check in at the Bonvoy counter that's located slightly to the left of the main entrance and you can skip the long lines.  The rooms themselves are nice, but due to the humidity in Macao they smelled a little musty to us.  House service was good with daily cleanings and they did a good job.  There's a…",40
"A good place to stay for family even at short notice. Good location. Thanks to Fern, who expedited our checkin, seeing we were all tired, with 4 offsprings in tow. Too bad we didn't get a chance to enjoy the beautiful pool. But stay is good",40
A very nice one night for the Backstreet Boys concert with two friends and spent most of the time at the pool which provided excellent poolside service. Rooms were up to the Sheraton standard and there was very spacious bathroom as well. Also there is a separate check-in/check-out area for Marriott Bonvoy members. Overall a great weekend stay in Macau!,50
"Me and Family stayed at Sheraton Grand Macao to celebrate my Birthday and our Anniversary as well. It was an amazing and memorable stay, and i would like to extend my appreciation to Ms. Erika Mallari for providing extra mile service. Thank you for all the arrangements, birthday card, and the cake. Definitely will come back again. ",50
