c2500001,s2,the room was not too clean but still good and spacious with complete amenities,[room][0],[amenities][0],,,,,,
c2500044,s2,The room is really really duty,[room][0],,,,,,,
c2500044,s3,There are obviously stains on the floor and the cleaner is careless the last customer underwear still in the toilet Disgusting,[floors][-],[cleaner][-],[toilet][-],,,,,
c2500045,s2,"The staff are fine and nice the room is ok, easy to walk to the sights",[staff][0],[room][0],,,,,,
c2500046,s1,"check in and out, convenient for shopping and dining",[check in][0],,,,,,,
c2500046,s4,Too noisy at the lobby,[lobby][-],,,,,,,
c2500047,s1,ok we stayed here for one night to get the experience and stay in a suite,[suite][0],,,,,,,
c2500047,s7,"for the price, we could have stayed at the sheraton across the road in a suite and be recognized as gold members",[price][0],[suite][0],,,,,,
c2500049,s2,We had a bit of an issue with our room when we arrived,[room][-],,,,,,,
c2500049,s3,There was hair from someone else on our bathroom floor which immediately dampened our excitement for the room as it makes you wonder how throughly the room has actually been cleaned,[bathroom floor][-],[room][-],,,,,,
c2500049,s4,"Our toilet was also not working at first, but was fixed promptly after a call to the front desk",[toilet][-],[front desk][0],,,,,,
c2500049,s5,Besides from that the rooms are very big and spacious,[rooms][0],,,,,,,
c2500049,s6,"The Resort was a bit too crowded and loud for our liking, and the experience with our room ruined it a bit for us",[Resort][-],,,,,,,
c2500049,s8,The resort is huge with lots of entertainment and shopping and is also located in a pretty good spot,[resort][-],[entertainment][0],[shopping][0],,,,,
c2500050,s1,I asked for a non smoking floor,[non smoking floor][0],,,,,,,
c2500050,s2,"Once settled, the hallway suddely  filled with cigarette smoke",[hallway][-],[cigarette smoke][-],,,,,,
c2500050,s8,Free Airport shuttle at the main lobby,[shuttle][0],[main lobby][0],,,,,,
c2500050,s9,Room was spacious,[Room][0],,,,,,,
c2500050,s10,view is fine and shorter walks to the room,[view][0],,,,,,,
c2500051,s4,Rest of the hotel and staff seem average,[staff][0],,,,,,,
c2500052,s1,"Perhaps the mattress is some old, did not have a good sleep and feel tired in the next day",[mattress][0],,,,,,,
c2500052,s2,The shampoo and bath shower were average,[shampoo][0],[bath shower][0],,,,,,
c2500052,s3,Those bottles surface were some dirty and they are empty,[bottles surface][-],,,,,,,
c2500053,s1,Premio Bella Suite - Normal facilities and minibar ,[Suite][0],[facilities][0],[minibar][0],,,,,
c2500053,s4,The room entrance (Hotel Suites North) is far from check-in location,[room entrance][0],[check-in location][0],,,,,,
c2500053,s5,Rooms are okay and as expected - looks exactly like the photos,[Rooms][0],,,,,,,
c2500053,s6,Would say that the rooms are slightly dated/average for its price point,[rooms][0],,,,,,,
c2500054,s3,Check-in went smooth despite the huge crowds of people everywhere,[Check-in][0],,,,,,,
c2500054,s4,The suite itself was indeed very average,[suite][0],,,,,,,
c2500054,s5,"Spacious, clean with bathroom amenities",[bathroom amenities][0],,,,,,,
c2500054,s6,Having booked a family suites we were positively surprised to see kids amenities like rubber ducks and small slippers,[suite][0],[kids amenities][0],,,,,,
c2500054,s7,The value for money was not the best,[value][0],,,,,,,
c2500055,s2,"The average quality of the workmanship shows every where - from the driveway to the toilets, lobby, entrance, and the shops",[driveway][0],[toilets][0],[lobby][0],[entrance][0],[shops][0],,,
c2500056,s2,The property is not new and aged normally but good that the rooms are renovated,[rooms][0],,,,,,,
c2500056,s3,The new deco is more neutral in style,[deco][0],,,,,,,
c2500056,s5,We book a non-smoking room but the corridor on our floor were full of smoking odor,[non-smoking room][-],[corridor][0],[odor][-],,,,,
c2500057,s2,"We had a family suite which was a lot of fun for my daughter, but for the service aspect, it took over an hour to check in",[suite][0],[service][0],[check in][0],,,,,
c2500057,s5,Not sure what the issue was and the staff tried to accommodate,[staff][0],,,,,,,
c2500058,s9,"The rooms were similar to the Venetian LV in terms of layout, but is was all a little on the cheap",[rooms][0],,,,,,,
c2500062,s1,I was check-in at the west lobby,[check-in][0],,,,,,,
c2500062,s2,"To family with toddler, the lobby and the concierge are not close",[lobby][0],[concierge][0],,,,,,
c2500062,s4,A bed in the room is too small for family with a child,[bed][0],[room][0],,,,,,
c2500063,s1,there are room very cleaning but many furnitures are average,[room][0],[furnitures][0],,,,,,
c2500064,s1,This location and hotel was always on bucket list,[location][0],,,,,,,
c2500064,s7,The rooms however are ok and the only saving grace for this enormous and impersonal hotel,[rooms][0],,,,,,,
c2500064,s8,"The two restauarants we tried were good too, the Indian and the pub",[restauarants][0],,,,,,,
c2500066,s3,Other than that the stay was comfortable and the property is impressive,[stay][0],,,,,,,
c2500066,s4,The room was average,[room][0],,,,,,,
c2500066,s7,The Staff in the food court are fine,[Staff][0],,,,,,,
c2500066,s10,"The cleaning in the room was pathetic, the tables were left dirty and the Coffee cups were not cleaned the next day",[cleaning][-],[tables][-],[Coffee cups][-],,,,,
c2500067,s1,"Spent two nights here in their Bella Deluxe Suite locates ar Hotel Suite South, the suite is rather generously sized, facilities were ok",[Suite][0],[suite][0],[facilities][0],,,,,
c2500067,s2,"One of the TVs (at the sitting area) wasn't working, we called in and the technician came within 10mins",[TVs][-],,,,,,,
c2500068,s1,"Rooms were huge, nice pool area but in room amenities and housekeeping average standard",[Rooms][0],[pool area][0],[in room amenities][0],[housekeeping][0],,,,
c2500068,s3,There were 3 of us in a room and only 2 towels were provided,[room][0],[towels][0],,,,,,
c2500068,s4,Housekeeping  top up used amenities the following day,[Housekeeping][0],[amenities][0],,,,,,
c2500068,s9,Checkout was a breeze though,[Checkout][0],,,,,,,
c2500069,s1,We came early before the check-in and left our luggage to the lobby,[check-in][0],[lobby][0],,,,,,
c2500069,s2,The check-in was at 3 o'lock,[check-in][0],,,,,,,
c2500069,s3,We spend few hours gambling and shopping and then came back to the main lobby for the check-in,[lobby][0],[check-in][0],,,,,,
c2500069,s4,We had reserved a non-smoking room for 4 people,[non-smoking room][0],,,,,,,
c2500069,s5,The staff asked if we would like a smoking room or non-smoking ,[staff][0],[smoking room][0],[non-smoking][0],,,,,
c2500069,s10,"We went back to the lobby to ask about it, got a room from a lover floor",[lobby][0],[floor][0],,,,,,
c2500071,s4,The suites are very large and very unimpressive,[suites][0],,,,,,,
c2500071,s7,The decor is supposed to replicate Venice,[decor][0],,,,,,,
c2500072,s4,"The manager also gave us a complimentary meal in the local restaurant as an apology for having to stand so long, so that was sorted",[manager][0],[meal][0],,,,,,
c2500072,s5,The room was an huge,[room][0],,,,,,,
c2500073,s10,Rooms r big,[Rooms][0],,,,,,,
c2500073,s11,Only few tv channels,[tv channels][0],,,,,,,
c2500073,s16,Kids playing  area is small,[Kids playing area][0],,,,,,,
c2500073,s19,staff is rude,[staff][-],,,,,,,
c2500074,s8,"Third, inside facilities is just ok",[inside facilities][0],,,,,,,
c2500075,s1,It is a fake replica of Vegas one However the facilities are ok especially the pools Room is fine with view  Breakfast is horrible,[facilities][0],[pools][0],[Room][0],[view][0],[Breakfast][-],,,
c2500076,s12,Then you notice the mould in the bathrooms and the fish smell from the air conditioning and the stains in the carpets,[bathrooms][-],[smell][-],[air conditioning][-],[carpets][-],,,,
c2500078,s1,"the sheer size of the rooms, bathrooms, lobby, etc",[rooms][0],[bathrooms][0],[lobby][0],,,,,
c2500078,s9,There are free shuttle to and from the ferry,[shuttle][0],,,,,,,
c2500079,s2,No seats and the staff just keep sending water to us,[staff][0],,,,,,,
c2500080,s2, you are obliged to join the smoking room,[smoking room][0],,,,,,,
c2500081,s1,"We are a family of five, taking 2 rooms, 1 royal suite with a king bed, 1 same room with double queen beds",[rooms][0],[royal suite][0],[king bed][0],[room][0],[double queen beds][0],,,
c2500081,s2,"The rooms were both very beautiful and spacious, has a study table, medium sized sofa, and a small-medium sized dining table with 3 chairs",[rooms][0],[study table][0],[sofa][0],[dining table][0],[chairs][0],,,
c2500081,s7,Can't rate the checkout process as we used the express checkout,[checkout][0],[express checkout][0],,,,,,
c2500082,s6,There is a free shuttle to airport  There is free wifi every part of the hotel with admirable range  Now the bad things,[shuttle][0],[wifi][0],,,,,,
c2500082,s7,There was a queue for check in,[check in][0],,,,,,,
c2500083,s4,"The breakfast buffet was basic, and did not feel like a 5 star at all, more like a large cafeteria",[breakfast buffet][0],,,,,,,
c2500084,s4,When we checked in to the room we realised we were given the old set of rooms,[rooms][0],,,,,,,
c2500084,s7,"The toiletries (shampoo, gels etc) are provided very meagrely and quality seems to be a notch lower 3) The staff also seemed to be indifferent",[toiletries][0],[shampoo][0],[gels][0],[staff][0],,,,
c2500086,s1,Could not fault the room and its amenities at all,[room][0],[amenities][0],,,,,,
c2500088,s2,they simply provide room and bed,[room][0],[bed][0],,,,,,
c2500088,s3,just a standard service,[service][0],,,,,,,
c2500088,s4,they will only provide 2 free bottle's of water in room,[water][0],[room][0],,,,,,
c2500088,s12,only i think it is fine for is the in room dining that staff are prepared to set up my table for my breakfast,[in room dining][0],[staff][0],,,,,,
c2500088,s13,but the food quality is just so so,[food quality][0],,,,,,,
c2500089,s4,Food very average,[food][0],,,,,,,
c2500090,s2,The buffet breakfast that was included was ok at best and a lot of the hot dishes were cold,[buffet breakfast][0],,,,,,,
c2500091,s3,There'a lot of restaurants and shopping stores to choose from,[restaurants][0],[shopping stores][0],,,,,,
c2500091,s4,they also offer free shuttle bus,[shuttle bus][0],,,,,,,
c2500092,s2,"but the suites are pretty ordinary with its amenities, which are available in any mid-range 4-star or 5-star hotel",[suites][0],[amenities][0],,,,,,
c2500092,s3,The suites are really big but there is hardly any special facility which is top-notch,[suites][0],[facility][0],,,,,,
c2500092,s4,The toiletries provided by the hotel are a pretty 3-star hotel,[toiletries][0],,,,,,,
c2500092,s6,"However, every time we had to go out or return to our suite, we had to go through the casino ",[suite][0],,,,,,,
c2500093,s1,The room was huge and exact replica of the rooms in Las Vegas,[room][0],,,,,,,
c2500093,s2,There was plenty of space to lounge around in and the bed was big,[lounge][0],[bed][0],,,,,,
c2500093,s3,The bathroom is big with plenty of space too,[bathroom][0],,,,,,,
c2500093,s4,The service was average,[service][0],,,,,,,
c2500093,s5,Room service breakfast was adequate but the quality was just ok,[Room service breakfast][0],[quality][0],,,,,,
c2500094,s2,The beds are large and comfortable,[beds][0],,,,,,,
c2500094,s3,Wifi is free,[Wifi][0],,,,,,,
c2500095,s2,"Yes, why can't we get a decent breakfast as the same time",[breakfast][0],,,,,,,
c2500095,s6,Lunch and dinner dining options were ok -just ok-,[Lunch][0],[dinner dining][0],,,,,,
c2500096,s1,The sheer size and Venetian style decoration is average,[decoration][0],,,,,,,
c2500096,s3,The hotel suites are clean and spacious with classical style decorations,[suites][0],,,,,,,
c2500097,s1,Room is in a fair condition,[Room][0],,,,,,,
c2500097,s3,Room service beverage is in a limited choices,[Room service beverage][0],,,,,,,
c2500098,s2,Check-in was straight forward enough,[Check-in][0],,,,,,,
c2500099,s3,My family have to wait at the check-in area,[check-in area][0],,,,,,,
c2500100,s2,"Also, the food court is average, feeling very stuffy and worth average-quality food",[food court][0],[food][0],,,,,,
c2500101,s2,The hotel and rooms are very similar to that in Las Vegas,[rooms][0],,,,,,,
c2500101,s7,"Finally, I found the food choices average",[food choices][0],,,,,,,
c2500103,s2,"It is HUGE, largest casino in the world",[casino][0],,,,,,,
c2500103,s4,Rooms are large,[Rooms][0],,,,,,,
c2500103,s5,Beds Comfy Pillows comfy Bathrooms have all amenities and are large  ,[Beds][0],[Pillows][0],[Bathrooms][0],[amenities][0],,,,
c2500105,s3,"They provide a  bus service around Macau and access to other Casinos (Sands) and the Macau ferry - these buses are regular, modern, fast, and most have WiFi",[bus service][0],[buses][0],[WiFi][0],,,,,
c2500105,s4,Staff are ok,[Staff][0],,,,,,,
c2500105,s5,free WiFi throughout the hotel,[WiFI][0],,,,,,,
c2500106,s2,The build quality and finish are not top notch,[quality][0],,,,,,,
c2500106,s7,One has to go to the bedroom to use it ,[bedroom][0],,,,,,,
c2500106,s10,The toilet is ok,[toilet][0],,,,,,,
c2500111,s3,The front desk service was so so,[front desk service][0],,,,,,,
c2500111,s5,"As we were staying for 3 nights, we requested the front desk to check whether there will be any rooms available",[front desk][0],[rooms][0],,,,,,
c2500111,s7,"The rooms are huge with 2 queen beds, 2 tvs, 2 washing basins and a large sitting area",[rooms][0],[queen beds][0],[tvs][0],[washing basins][0],[sitting area][0],,,
c2500112,s1,Stayed 2 nights at the Venetian Hotel staying in the Royal Suite,[Suite][0],,,,,,,
c2500112,s4,check in process was ok although very slow with evident language barriers,[check in][0],,,,,,,
c2500112,s5,The lobby is average and you are immediately overwhelmed by the sheer scale of the place,[lobby][0],,,,,,,
c2500113,s5,For check in the hotel we have to stand more than one hour in  the quie,[check in][0],,,,,,,
c2500113,s7,Rooms are very big,[Rooms][0],,,,,,,
c2500114,s7,Breakfast food was fairly average and on one day the included breakfast was only open to 9am,[Breakfast food][0],,,,,,,
c2500115,s1,stayed 1 night at bella suite on 24 September 2016,[suite][0],,,,,,,
c2500115,s2,Check in process not flexible since cannot doing early check in,[Check in process][0],,,,,,,
c2500116,s6,After checking in the luggage took awhile to come to our room,[checking in][0],[room][0],,,,,,
c2500116,s9,"The room was nice bit dated but was nice, clean & spacious",[room][0],,,,,,,
c2500116,s12,"We went for a pub lunch at the bar, 3 burgers & A few beers",[lunch at the bar][0],[burgers][0],[beers][0],,,,,
c2500117,s1,south lobby is the area that you need to be at if you are staying in this property,[lobby][0],,,,,,,
c2500117,s2,"breakfast option is ok, they just change 1 or 2 things in the menu",[breakfast option][0],,,,,,,
c2500117,s5,"room serive is ok, room size is enough to accomodate 4 people",[room service][0],[room size][0],,,,,,
c2500119,s3,"For example, there were two TVs in the room, and the batteries were pretty much flat in both the remotes",[TVs][0],[room][0],[batteries][0],,,,,
c2500120,s3,"Check-in: Was fine, however, no one offered to escort us to our rooms",[Check-in][0],,,,,,,
c2500120,s4,"The staff at check-in did provide instructions by using a map, however, the hotel is huge and navigating is confusing - an escort to the room would certainly help",[staff][0],[check-in][0],,,,,,
c2500120,s5,Luggage delivery to room within 30 mins was fine though,[Luggage delivery][0],,,,,,,
c2500120,s6,The Royale room: We stayed in the Royale suite,[Royale room][0],[Royale suite][0],,,,,,
c2500120,s8,We ordered room service and the in-room dining staff member who came to set things up was ok,[room service][0],[in-room dining][0],[staff][0],,,,,
c2500121,s4,"Our room was very average, large bathroom, big bath and separate toilet",[room][0],[bathroom][0],[bath][0],[toilet][0],,,,
c2500121,s5,"Our daughter enjoyed room service and a movie on one of the two large screen tvs one night, but there are quite a few dining options",[room service][0],[dining options][0],,,,,,
c2500122,s2,All the amenities you could want,[amenities][0],,,,,,,
c2500123,s2,The room was big and well furnished,[room][0],,,,,,,
c2500123,s6,The check in staff were polite but slow and seemed overworked,[check in staff][0],,,,,,,
c2500124,s1,Nice hotel with spacious room and huge bathroom,[room][0],[bathroom][0],,,,,,
c2500124,s2,average facilities - ordinary pool & gym,[facilities][0],[pool][0],[gym][0],,,,,
c2500125,s3,When you enter the lobby you get an idea of how massive this place is,[lobby][0],,,,,,,
c2500125,s6,It was sorted quickly though and the room was worth the wait,[room][0],,,,,,,
c2500125,s7,"The rooms are huge by hotel room standards, so is the bathroom",[rooms][0],[bathroom][0],,,,,,
c2500125,s10,"There are a couple of restaurants within the complex, and also a food court that is open most of the night if you get the late night munchies",[restaurants][0],[food court][0],,,,,,
c2500126,s5,"The next morning breakfast is the average, the breakfast provided by hotel is located quite far to almost all hotel tower",[breakfast][0],,,,,,,
c2500127,s1,"Room is very big if you come with 4 peoples, it is perfect",[Room][0],,,,,,,
c2500127,s5,"since they provide you many shuttle buses, you can go many places in Macau",[shuttle buses][0],,,,,,,
c2500129,s2,We entered through the shuttle bus parking entrance ,[shuttle bus][0],[parking entrance][0],,,,,,
c2500129,s3,The comfort room in that area is ordinary,[room][0],,,,,,,
c2500130,s4,The Furniture and Washrooms are ordinary ,[Furniture][0],[Washrooms][0],,,,,,
c2500130,s5,Food is average and complimentary breakfast was fine,[Food][0],[breakfast][0],,,,,,
c2500131,s7,you will probably end up sleeping in the common lounge or lobby areas (although one can never figure out which one is which),[lounge][0],[lobby areas][0],,,,,,
c2500132,s1,The room is spacious & the amenities were average You need to show your key in order for you to be able to approach the guest lift,[room][0],[amenities][0],[key][0],[guest lift][0],,,,
c2500133,s2,ordinary rooms but the bathroom had some broken shower fittings,[rooms][0],[bathroom][0],[shower][-],,,,,
c2500134,s7,"Otherwise rooms and hotel (property) is great in terms of its scale and its shopping offerings  Also, due to its popularity the hotel is always too crowded and at times its disturbing when one is on a leisure trip",[rooms][0],,,,,,,
c2500135,s4,the staff is working to make it quick and comfortable,[staff][0],,,,,,,
c2500135,s5,Rooms are all suites and average,[Rooms][0],[suites][0],,,,,,
c2500135,s6,"However, average service whatsoever in the rooms (they claimed that they would charge 450$ just to come and empty my minibar!) All in all the rating is only for the property though it may be better to stay in another hotel which offers some services and maybe spent the day here",[service][0],[rooms][0],[minibar][0],[services][0],,,,
c2500136,s1,This place is simply enormous - the rooms are huge which is great if you need to entertain 10 people (and with two TVs for some reason) but for me it was a bit over the top for a hotel of this standard,[rooms][0],[TVs][0],,,,,,
c2500136,s4,"The room service and mini bar were extremely average, and generally the decor rather erred on the side of tacky",[room service][0],[mini bar][0],[deco][0],,,,,
c2500137,s3,The rooms we got were relatively cheap for the type of hotel and the room we got is large,[rooms][0],[room][0],,,,,,
c2500138,s4,There is a lift one should take to go down to board the bus with your luggage,[lift][0],,,,,,,
c2500139,s1,If i can remember you can go to the west lobby to hop on th free shuttle bus,[lobby][0],[shuttle bus][0],,,,,,
c2500139,s3,You can also store your luggage in the lobby hotel and have to pay 10 MCU for 24hours service (they will ask for your passport),[lobby][0],,,,,,,
c2500140,s2,The Rooms are spacious and the hotel lobby is big (In fact they have 2),[Rooms][0],[lobby][0],,,,,,
c2500141,s1,"The rooms look ordinary, especially the furniture",[rooms][0],[furniture][0],,,,,,
c2500143,s4,"The suite was huge and in its day would have been wonderful, however the hotel badly needs a freshen up",[suite][0],,,,,,,
c2500143,s5,The in room dining was ok,[in room dining][0],,,,,,,
c2500143,s8,We booked a room with views over the water,[room][0],[views][0],,,,,,
c2500144,s2,Wifi is ok great walking distance to other shopping area,[Wifi][0],,,,,,,
c2500145,s1,"the room is quite fine,the furniture is ordinary  though we cannot complain about the cleanliness and service in the room, its marvelous",[room][0],[furniture][0],[cleanliness][0],[service][0],,,,
c2500146,s1,Very luxurious big rooms,[rooms][0],,,,,,,
c2500147,s2,"The hotel is massive and everything is fake, fake marble, fake decoration",[decoration][0],,,,,,,
c2500147,s4,Food is very average ,[Food][0],,,,,,,
c2500147,s5,Rooms are good very large ,[Rooms][0],,,,,,,
c2500147,s6,Beds and bathroom are large,[Beds][0],[bathroom][0],,,,,,
c2500147,s7,Not really anything on the TV as only 1 english speaking channel which was the ,[TV][0],,,,,,,
c2500148,s2,"This is a huge sprawling complex with a casino and hundreds of shops, in addition to thousands of hotel rooms",[rooms][0],,,,,,,
c2500148,s4,The room is huge and split level,[room][0],,,,,,,
c2500148,s7,"The shower stall is what I think is fine the bathtub, but the brass shower head is rusty and noisy over 20-30 years' of use  The gym is average size and ok  The restaurants here are pretty average",[shower stall][0],[bathtub][0],[brass shower head][0],[gym][0],[restaurants][0],,,
c2500148,s8,"Conference facilities are ok, and the congress food ranges from average to poor ",[Conference facilities][0],[congress food][0],,,,,,
c2500149,s2,Rooms are quite large and the setup is very similar to the Venetian Las Vegas with beds on an upper level and a sitting room on a lower level,[Room][0],[setup][0],[beds][0],[sitting room][0],,,,
c2500149,s3,The furniture is on the older side and the hardware designs are also average,[furniture][0],[hardware designs][0],,,,,,
c2500149,s5,The beds were ok,[beds][0],,,,,,,
c2500149,s6,hard mattress with very flat pillows,[mattress][0],[pillows][0],,,,,,
c2500149,s8,"Overall, expect check-in and check-out to be similar to large properties",[check-in][0],[check-out][0],,,,,,
c2500149,s10,All the staff was very friendly and knowledgeable,[staff][0],,,,,,,
c2500150,s1,There are many lobbies and check in counters,[lobbies][0],[check in counters][0],,,,,,
c2500150,s2,We checked in at the main lobby,[checked in][0],[main lobby][0],,,,,,
c2500150,s4,The staff were flat out but still many check ins,[staff][0],,,,,,,
c2500150,s7,After check in we were given the directions to go and we had to cart our own bags through the casino,[check in][0],,,,,,,
c2500150,s9,Our suite was very big ,[suite][0],,,,,,,
c2500150,s10,Amenities were average,[Amenities][0],,,,,,,
c2500150,s15,Average food and service,[food][0],[service][0],,,,,,
c2500150,s18,All the other facilities were ok,[facilities][0],,,,,,,
c2500150,s19,Check out was ok,[Check out][0],,,,,,,
c2500151,s2,"The checkin and walk to the room is ok, the rooms are spacious but because of the decor can be ordinary",[checkin][0],[room][0],[rooms][0],[decor][0],,,,
c2500151,s3,"The staff beyond the reception can be lousy, with varying levels of service, some good and some bad",[staff][0],,,,,,,
c2500155,s1,The room was ok and had all the amenities one requires,[room][0],[amenities][0],,,,,,
