c25000009,s1,"First of all, I want to point out that I had previously spent 6 nights at the Venetian resort in Las Vegas and it had been the best hotel I've ever stayed in"
c25000009,s2,"So this time, I couldn't help to hold the same high expectation when I took my family (4 of us) to check in the Venetian (Macau) hotel"
c25000009,s3,"We booked 2 rooms with the ""Cotai view"" on the 26th floor and were staying there for 1 night"
c25000009,s4,"Unfortunately, the Venetian in Macau was nowhere near as good as its sibling's branch in Vegas"
c25000009,s5,Here below were some of the reasons:  1) Cleanliness: Got 2 huge problems in the bathroom:  i) We found faeces/ poo marks on the handlebar of the toilet flush and also on the toilet wall
c25000009,s6,(Please see my pictures)
c25000009,s7,"ii) There were a few small dead fleas on the bathtub and the bathtub was very dirty, it…"
c25000010,s1,まずここに泊まりたいならチエックインにどれだけ並んでもいいし、自分の部屋を探すのも移動するのも全く急いでいない余裕たっぷりの元気な人でないとイライラする事間違いなしです。チエックイン手続きには一組15分以かかりスタッフはたったの２人！どこに移動するにもホテル内をずっと移動で本当に疲れました。　そして何よりもチエックアウトの日に早朝フライトでバスもない時間だったのでタクシー移動だったのですが、タクシーがずらっと並んでいる中スーツケースを持っている私たちにスタッフは一切案内もなく外で立っているだけ　仕方なく先頭のタクシーに空港まで行きたい旨伝えると200ドルと（通常空港までは35ドルくらい）　話にならないと次のタクシーと話すとそれも２００ドルと　こんな白タクまがいのタクシーばかりを常駐させておいてスタッフはもめているのに知らんぷり　多分毎日の事なんでしょうね　気づくと警察官がいました。警察官に注意されて３度目くらいでしぶしぶメーターで行く事を了承　※この間ドライバー　警官ともすべてやりとりは英語です 空港まで５分程度なのですが100ｋｍ超えの超ハイスピードに急カーブも減速なし 空港に着いてもトランクから荷物も降ろさず「F〇〇〇you !」と捨て台詞 女子３人旅でしたが命の危険を感じる大変怖い目にあいましたし、旅行最終日を台無しにされました。もしあなたのフライトがシャトルバスがない時間なら、もし英語で交渉できないなら　空港目の前のホテルかきちんとしたタクシーのあるホテルをおすすめします。私たちは二度と泊まりません。  When we left your hotel the bellboy did not do anything to help with the luggage or even getting a taxi
c25000010,s2,He was  just…
c25000011,s1,"For an amazing hotel overall stay in the wyn, not here! Over crowded, horrible service"
c25000011,s2,Do not care about the customers at all   An amazing hotel but the most horrible customer service
c25000011,s3,"Can’t even check in as a couple if you want, are told to wait for ages with your bags in a massive crowd"
c25000011,s4,Also we left a key in our room and told to wait 30 mins to be let in our room even though we were able to provide all the details we needed
c25000011,s5,3am and having to wait half an hour
c25000011,s6,For a luxury hotel you are ripper off for your money
c25000012,s1,Book The Venetian online
c25000012,s2,Raise some request and ask about where the nearest attraction we can visit
c25000012,s3,"The first reply was negative, ask us to call their office direct, overseas call"
c25000012,s4,that was done by a staff call kevin  which on 8/Jan
c25000012,s5,First impression of this hotel service standard gone
c25000012,s6,"(that how the overall rating was lower)   Then get another reply from Choi Perales , Guest Relation Officer, Concierge, Hotel Operations"
c25000012,s7,"His reply was about 3-4 pages long , with lot of interesting recommendation and good idea inside"
c25000012,s8,Well train staff and make us look forward the stay
c25000012,s9,"I Thank Choi Perales for the sharing!   On the day of check in, was handle by Mr Luie , he explain clearly how the procedure and help us to take away unnecessary cost that may add on"
c25000012,s10,"we are given level 19,…"
c25000013,s1,I have checked in this evening
c25000013,s2,I’m yet to use my bed
c25000013,s3,The pillows are stinking
c25000013,s4,There is a layer of dust on everything in the room
c25000013,s5,I guess sands is finding it difficult to maintain such a huge property
c25000013,s6,Just so disappointed
c25000013,s7,Will post dust laden room pics tomorrow
c25000014,s1,We ordered a bread basket for breakfast in room
c25000014,s2,Staff on the phone said it would take around 15-20 mins
c25000014,s3,Food arrived after 45 mins
c25000014,s4,"As we chose to pay on the spot, we did not check every thing served on the table, partly also because we did not expect anything so disappointing would happen in this 5-star hotel"
c25000014,s5,"To my horror, I then found that one of the jam they served was already opened and consumed by half"
c25000014,s6,My husband in bed could not believe what I said I had to repeat 3 times to him
c25000014,s7,We always like ordering breakfast in room in 5-star hotels and this is the first time something so disgusting happened
c25000014,s8,Another reason we chose to pay on the spot is that we don’t need to line up again for check out
c25000014,s9,The checking in alone took us more than 30 mins lining up
c25000014,s10,The taxi line…
c25000015,s1,"having booked 4 rooms ,i checked in this property on first day of new year with my family"
c25000015,s2,the check in area had longest queues and there was absolute NO sitting available anywhere near site for hundreds of guest waiting to be checked in! it felt like waiting for a train on a busy railway platform
c25000015,s3,"but all was quickly forgotten once we were alloted the most beautiful rooms with the best view of cotai strip!  the rooms service for food and other supplies was too slow that most of the times we forgot what we had requested for in the first place( 45 mins-1 hr , even for smallest thing like a empty cup or bath towel)"
c25000015,s4,"But the worst experience was at casino , where a very rude hotel staff mr"
c25000015,s5,trump ( hope i read the name correctly on the badge)stopped our group at the entry gate to…
c25000016,s1,It is very confusing hotel and very crowded and you have to go a complete round to go to a place if you have a kids as in between Casino is present so nice place to visit but not for stay
c25000016,s2,Even they do t give any discount if we stay there like the other hotel like City of Dreams they give u a card for free even though u dont stay in there hotel with 10 percent discount on many of restaurant and show present in there hotel and around
c25000017,s1,We were 2 families
c25000017,s2,4 adults 4 kids
c25000017,s3,Never visit during indian vacation time
c25000017,s4,in lobby u feel like u r at railway station in India
c25000017,s5,there was 2 hrs waiting for check in
c25000017,s6,all restaurants also have 1 hr waiting atleast during rush hrs
c25000017,s7,nd there are really some very good options in macau
c25000018,s1,Fairly Hyped and an extremely crowded venue
c25000018,s2,Place is not well maintained and not at all pleasant
c25000018,s3,Minimal spoken English so brush up on your mandarin
c25000018,s4,Head out of the venue to the traditional shops for a more realistic experience of Macau
c25000019,s1,"The hotel room type was incorrectly reserved, but the Venetian did not modify it"
c25000019,s2,They didn't even adjust the number of people or change the guest name
c25000019,s3,Even though there was an error in my reservation which was not my mistake
c25000019,s4,The following is what has happened in the last five days
c25000019,s5,I'm planning a family trip to celebrate my father's 60th birthday
c25000019,s6,(This is a very important day in our country because it is a blessing for longevity
c25000019,s7,That's why I'm even more upset about the problem
c25000019,s8,")     I booked a hotel through 3rd party channel, but when I saw the voucher after the payment, the reservation details in the voucher were different from the information they posted on the website"
c25000019,s9,I asked the agency about the matter and they asked me for time to check it
c25000019,s10,Because the answer…
c25000020,s1,This is a horrible hotel
c25000020,s2,Stay anywhere else
c25000020,s3,You will even have to pay for water
c25000020,s4,The hotel is too big and they cannot bring service levels up to a decent acceptable level even after ten years
c25000020,s5,It took me a super long time to check in while my elderly father stood in the lobby
c25000020,s6,No courtesy chairs for your family while they wait while you take a super long time to check in
c25000020,s7,"And they routinely allow other newcomers to cut the line because they paid to check,in more quickly"
c25000020,s8,I was already paying almost $1000usd  a night for my room
c25000020,s9,and I need to pay to check in quickly? We were given three miserable bottles of water after which we were asked to pay
c25000020,s10,We were staying at Wynn on the Taipa side the night before
c25000020,s11,Much better service and as much water as you like
c25000020,s12,Finally the operator…
c25000021,s1,This is an expensive hotel but remember it's a casino
c25000021,s2,That means prostitutes
c25000021,s3,It's not a place to bring kids
c25000021,s4,"We had a room full of prostitutes next door to our room, customers going in and out"
c25000021,s5,We did not expect this
c25000021,s6,They position themselves as a family destination in the summer- NOT
c25000022,s1,Firstly I hate to leave negative reviews and very rarely do but it is always this hotel and their stuck up guards which force me to
c25000022,s2,I love Macau but I try to now avoid this hotel when I can
c25000022,s3,Every hotel I never have a problem but there's always one guard who wants to make life difficult
c25000022,s4,Apparently they cannot accept a UK drivers license for a 28 year old yet 2 members of staff in the same place previously did and many more didn't even ask
c25000022,s5,"When asked to ask their manager to check they refused to, they then told me they know I'm old enough but need a passport to get in"
c25000022,s6,If they know I'm old enough then why are they asking for ID? I walked straight to the next entrance and went straight in and was only cutting through the casino anyway
c25000022,s7,There's always one guard here who makes it…
c25000023,s1,not enjoyed
c25000023,s2,Very long queue at check in
c25000023,s3,"Slow work at the reption, no one able to guide correctly"
c25000023,s4,Everyone in their own world and does not care about others
c25000023,s5,Will not recommend anyone for this hotel
c25000023,s6,Very bad
c25000024,s1,"Hotel Venetian is beautiful, they have lovely restaurants, amazing interiors, comfortable rooms but the only horrible thing about venetian is their staff"
c25000024,s2,they are a nightmare to deal with
c25000024,s3,firstly when you reach macau ferry terminal and have to catch a bus to venetian no trolleys are allowed for some lame reason
c25000024,s4,due to which my family including 4 senior citizens were struggling to take our bags
c25000024,s5,we were 6 people and only me and my husband could lift bags rest everyone could not
c25000024,s6,now there were 10 bags and just two of us
c25000024,s7,in order to help us my dad tried to hold 1 heavy bag due to which he slipped and fell on the escalator
c25000024,s8,he rolled down luckily we held him before anything major happened but that was the most frightening moment of my life
c25000024,s9,his head was bleeding due to…
c25000025,s1,First visited this hotel in 2008 when we stayed for only 1 night but had a pretty good recollection of the visit then
c25000025,s2,"Thus was excited to visit the hotel again, booking a family suite for my young family for 2 nights this time"
c25000025,s3,Unfortunately the experience we had were much less impressive this time round
c25000025,s4,First impression was that the hotel has gotten really old
c25000025,s5,It seems they have done little or no improvements or proper maintenance for the last 10 years
c25000025,s6,"Compared to their sister hotel at The Parisan, The Venetian looks and feel ancient"
c25000025,s7,"Next thing to hit you is how crowded and chaotic it is, with most of the guests coming from India and China"
c25000025,s8,The main hall has a distinct budget feel as a result with all the shouting and pushing going around
c25000025,s9,The restaurants and food courts…
c25000026,s1,This hotel feels worn
c25000026,s2,"The carpets are worn, the fixtures are worn, the rooms smell old and worn"
c25000026,s3,Not sure when they plan on renovating this entire hotel but they should really start doing it by phases
c25000026,s4,starting yesterday
c25000026,s5,lots of low end tourists staying here
c25000026,s6,"I guess if you get a good deal it's ok, but I wouldnt stay here by choice"
c25000027,s1,there are too many clients and bookings  there's no distinction between group bookings and individual bookings overbooking leading to chaos and definitely not capable of handling such large volume of business
c25000028,s1,not my cup of tea
c25000028,s2,"if you like crowded places, to walk long distance to eat or shop or find a toilet , or you like to wait for lifts to take you  this is the place for you"
c25000028,s3,food is of big viaraity but bad taste
c25000028,s4,staff are very friendly and helpful
c25000029,s1,"I am a Japanese, I don't recommend any Japanese visitors from Japan, but, there is an exception if you are casino players"
c25000029,s2,"Most of Concirge does NOT speak English well, one of them gave me the wrong information on the famous restaurant"
c25000030,s1,"The hotel is nice, and the rooms are big and beautiful"
c25000030,s2,But the restaurants and the service in general is terrible
c25000030,s3,"No good restaurants, the room service takes one hour for a standard breakfast, and people have many difficulties to speak English and to communicate in case of problems"
c25000030,s4,Next time in Macao I will go to another hotel
c25000030,s5,This hotel is for families and not for business
c25000031,s1,Booked Premier Bella Suite for a 3 nights stay with family
c25000031,s2,Sent email to request for transportation arrangement from Macau airport to the hotel
c25000031,s3,First the limousine officer replied and said that they couldn't find the booking number
c25000031,s4,Replied by attaching the booking confirmation email screenshot
c25000031,s5,Then received another mail asking me to fill in the booking form and credit card authorization form where I've specifically asked them to charge to the room
c25000031,s6,"Too much hassle, too troublesome"
c25000031,s7,The worst transportation arrangement experience I had
c25000032,s1,"First, the hotel looks amazing with the canal and the great casino"
c25000032,s2,"As for the casino, if you want to have a drink it's impossible to find the staff"
c25000032,s3,"If you want service, the reception never answers, so you need to walk all the way down to the lobby which very very far because the hotel is big"
c25000032,s4,Almost nobody speaks english and aren't nice of helpful
c25000032,s5,"After gambling in MGM, i realized that the venetian is not that good"
c25000032,s6,The room itself was amazing
c25000033,s1,The buses to the ferry are not clearly marked
c25000033,s2,Caused me to miss my Ferry
c25000033,s3,There are actually 2 different ferry terminals and was not explained properly by the staff
c25000033,s4,"When I went back to see if I can get my prepaid ferry ticket redeemed for another time slot, they were very unhelpful and refused"
c25000033,s5,Customer service is very bad
c25000033,s6,Different lobbies and concierge gives you different answers
c25000034,s1,The toilet is not working during my stay
c25000034,s2,The water go through very slow in the shower area
c25000034,s3,"Every time I call the services, it take couple minutes for me to be connected"
c25000034,s4,"Comparing to the price and the experience I received, the value is not very good"
c25000035,s1,"I booked a Royal Suite for a night and, while the room was quite nice, it was s little too cold in the room for my girlfriend even after I turned the A/C off"
c25000035,s2,"The room amenities are all great, however the tv does not notify you that movies are pay-per-view nor did I notice any information about the price before we turned one on"
c25000035,s3,"Maybe I didn't notice it on the screen, but you would think they would make it obvious since it is an additional charge"
c25000035,s4,"However, this was not what made the stay a disaster"
c25000035,s5,One of the ATM machines on the casino floor just inside the casino entrance closest to the elevators to the North Suites owned by BNU stole my bank card and I was unable to retrieve it
c25000035,s6,The machine operating system re-started while I was in the middle of a transaction and I was…
c25000036,s1,"So yeah this hotel’s rooms are just amazing! I love it, but that is all"
c25000036,s2,Then what about this Hotel? I am not Chinese so cannot understand any Chinese but can speak English
c25000036,s3,"However stuff’ English levels are too poor here, and they are not educated"
c25000036,s4,I have never had this experience like here before
c25000036,s5,"At a breakfast restaurant here, they did not let me eat even though i already paid for the breakfast"
c25000036,s6,They just said “ you don’t charge money for today
c25000036,s7,” And they took my wealthy time for long
c25000036,s8,"after that, i went to Front desk, and stuff who were also not really smart took my time again and gave me back the money in the end"
c25000036,s9,I dont think that is nice for customers
c25000036,s10,"How dare are they to customers?  At 3rd floor, one poor woman at L'Occitane ripped off from me"
c25000036,s11,She took fee from…
c25000037,s1,Booked the cotai ferry package tog which includes a night stay and 2 pax return ferry tickets (good for value)
c25000037,s2,As i took the 3
c25000037,s3,"30pm ferry to macau, there wasn’t any queue when i arrived at the hotel for check in"
c25000037,s4,The guy (whom i guess was a new staff) and his mentor was assisting me were both very nice
c25000037,s5,Could see that the guy was trying his best to help us however it would be good if he mentioned the check out time and go through the registration card before asking me to sign on the paper
c25000037,s6,"Getting to the room: 6/10 My room was allocated at the north wing (25-119) and luckily for us, we are able to cut through the casino (above 21) if not we will have to detour a big round"
c25000037,s7,the way the hotel was designed was not great at all
c25000037,s8,Room outlook: 8/10 Booked the normal king…
c25000038,s1,"My purpose of visit is to celebrate my girl friend's Birthday, who I have dated for 6 years"
c25000038,s2,"After reading some review from tripadvisor, I chosen The Venetian Macao Resort Hotel as the place we spend our special day"
c25000038,s3,"From previous reviews from tripadvisor, I notice that hotel will send a Birthday Cake and Card as a gift"
c25000038,s4,"After I made my reservation, I was told that hotel do not have any free special arrangement service"
c25000038,s5,OK! Fine
c25000038,s6,"I ordered 1 pound Cheese Cake and a Birthday Card from the hotel, although it is a little overprice, but for my girlfriend I am willing to spend more for our precious memory"
c25000038,s7,"I believe that service from a grand 5 stars hotel, that is something that we can count on"
c25000038,s8,"However, after I arrived I regret to choose this hotel to spend my special day on"
c25000038,s9,…
c25000039,s1,This report is so bad constructed that the whao factor never comes to life
c25000039,s2,Everywhere the is a lack for details
c25000039,s3,Very disappointing
c25000039,s4,But guess for Chinese guest who is there for a cheap photo opportunity and access to the gambling tables it does not matter
c25000040,s1,Presently In venetian macau
c25000040,s2,but dissapointing  as compared to 3 years back
c25000040,s3,not giving even required amount of complimentary drinking water for 4 persons 2 adults 1 child 1 infant
c25000040,s4,empty plates ordered from in house dining room took more than a hour
c25000040,s5,bad bad
c25000040,s6,at the time of check in the staff making a que was very rude
c25000040,s7,very bad experience
c25000040,s8,Hope they do something
c25000040,s9,time of travel 27 to 30th Dec 2017
c25000041,s1,"If you are not there to gamble, and your main motive is to shop, good for you cos the shopping mall has loads of branded goods but all a tad more expensive imo"
c25000041,s2,"Of course, if you are there to gamble, there's a whole lot of difference as there are tons of casinos and types of games to choose from"
c25000041,s3,The only place i love about Venetian is the food court
c25000041,s4,Loads of choices and their food's pretty decent
c25000042,s1,don't get suckered by the room size/suite layout
c25000042,s2,the venetian is a tired old hotel and the rooms in need of refurbishment/a thorough scrub and chemical wash
c25000042,s3,the room smells of stale cigarette smoke and the baked-in sweat of the thousand sweaty old uncle gamblers who have stayed there before you
c25000042,s4,"the parisian rooms are newer, in better condition, and smell nice"
c25000042,s5,"sure they are smaller, but do you really need two TVs in the room?  the room service food was also not great and BTW we called 2x for someone to come clear the dishes - gave up after nearly an hour and just went to sleep with the leftover food and dishes in the room"
c25000042,s6,"i suppose that's one advantage of a big room, you can banish the dirty dishes to the far end of the room and not smell them"
c25000043,s1,A true representation of the worst of Macau
c25000043,s2,"Cheap on the exterior, so worn and tacky with bland colours that do little justice to the architecture of Venice"
c25000043,s3,The tacky imitations that you literally can't escape from is a horrendous reminder of how disillusioned the tourism industry in Macau is
c25000043,s4,"Ugly replicas of paintings on the ceilings and walls an insult to renaissance art, a mockery of artwork"
c25000043,s5,"Everything in the building oozes cheap, commercial mass tourism with drone-like service from the front desk, ignorant tourists photographing every corner and the laughable ""canals"""
c25000043,s6,"The signage in the complex is a joke, with the information kiosks outdated and glitchy"
c25000043,s7,"What an embarrassment to European culture, I would be so offended if I was Italian"
c25000043,s8,A terrible offering of…
c25000044,s1,"Around about 2 hours for checkin no arrangements customer sitting, customer waiting on floors with luggage"
c25000044,s2,Appx
c25000044,s3,300 usd for room & not as per booking details
c25000044,s4,No welcome drink
c25000044,s5,Don’t book
c25000044,s6,Less staff at Reception to welcome guest
c25000045,s1,From first impression was terrible
c25000045,s2,When i arrived door wth 4 bags
c25000045,s3,No one help me
c25000045,s4,"Even i asked woman who was infront of door ,she told me took myself  bags to front desk"
c25000045,s5,The way to front desk was so crowded like a market
c25000045,s6,And i was waiting  almost one hour for check in
c25000045,s7,And i asked  delivery service to  my bags
c25000045,s8,It took 30 minutes
c25000045,s9,So i took my self
c25000045,s10,And i asked them bath tub room
c25000045,s11,cause i was  so exhausted
c25000045,s12,But It took 90 minutes more!!!!! (Even it was over 4pm)  All staff are unkind
c25000045,s13,Ill never visit here again
c25000046,s1,Everything about the hotel is unorganized
c25000046,s2,It really surprises me that this hotel has such high ratings
c25000046,s3,Check in is a mess
c25000046,s4,It takes an hour to check in and the receptionist could not speak english properly
c25000046,s5,Slow room service
c25000046,s6,No veg options
c25000046,s7,And highly highly expensive
c25000046,s8,We paid 20 k a room per night
c25000046,s9,This hotel is crowded worse than cst station mumbai
c25000046,s10,The only plus point is the room size
c25000046,s11,Which is actually pretty huge
c25000047,s1,We arrived at 4pm and check in was 3
c25000047,s2,After over an hour lined up we finally got up to the counter
c25000047,s3,By now our two small children were very upset
c25000047,s4,Then to top it all off our rooms were not ready til 7pm
c25000047,s5,They gave us another room to sit in til then but was very annoying
c25000047,s6,The manager Sam was so good helping us with the complications and a credit for a lovely dinner and limo back to the ferry terminal
c25000047,s7,He was amazing and for this reason alone is why my rating is not lower
c25000047,s8,Now the casino is huge but we could not get a drink
c25000047,s9,Everyone we spoke to hardly understood English and apparently we had to go out of casino to a bar then bring drinks in again
c25000047,s10,So pathetic
c25000047,s11,Same with the Parisian
c25000047,s12,The Plaza Casino had a bar and an amazing barman
c25000047,s13,The games weren't very good but
c25000047,s14,Las Vegas is a…
c25000048,s1,"Badly run and layout hotel that is not suitable for guests to stay! Stayed in a room with constantly construction noise 10am-6pm, no lights in the bedroom, hot water for shower didn't work! It also takes nearly 20 mins to go from the room to lobby! I will not come back to this hotel or recommend to any of my friends!"
c25000049,s1,"Everything that can be wrong in a hotel exists at the Venetian, Macao"
c25000049,s2,"It is void of any personality, charm or warmth"
c25000049,s3,It is a factory for Chinese gamblers who are too drunk to notice the setting of their rooms when they leave the casino
c25000049,s4,"It is expensive, the interior designer has the worse taste in the world if your view of luxury is not golden faucets"
c25000050,s1,Since 12h30 that delay the checkin
c25000050,s2,At 2h they announce a computer system issue
c25000050,s3,and that they should be able to check in at 3h
c25000050,s4,"And then it s 3 or 4 hours of queue !! NEVER seen that in any hotel in the world !!! I m pretty sure that you can find better in Macau SAR !! Last advice, never pay in advance for this hotel !! (Don't do like me !!) The picture is here to certify the reality of this situation the 31th July 2017, you can recognize the main hotel reception on it"
c25000051,s1,"After visiting lots of 5 star hotels internationally for various purposes, this hotel degrades 5 star"
c25000051,s2,I am standing in a check in queue for the last 1 hour 15 mins and only quarter way in the line ahead to the counter
c25000051,s3,We arrived here at noon and told that hotel will check us in at 12
c25000051,s4,30
c25000051,s5,We waited in line ( first to line up) from noon till 12
c25000051,s6,50 and then got told that the system wasn't working to check us in till 2pm or later
c25000051,s7,We arrived at the 3pm and still waiting
c25000051,s8,The management of this hotel need to take responsibility of such situation and assist
c25000051,s9,Nobody seems to care and families are totally exhausted with kids
c25000051,s10,We are only here for 24 hours and the people behind me for 10 hours
c25000051,s11,We will spend at 20% of our time here checking in and out
c25000051,s12,The hotel is poorly managed and…
c25000052,s1,Stay at the The Venetian if you're a Mainland tourist who is part of a tour group
c25000052,s2,Otherwise - don't bother
c25000052,s3,"This is supposedly a five star hotel, but it's shabby and is being destroyed on a daily basis by the hordes of tour groups passing through"
c25000052,s4,"Despite billing itself as 5-star the following are all true here:  - Tattered rooms that reek of cigarette smoke and have broken TV sets - Prostitutes roaming the corridors waiting to scream ""MASSAGE?"" and try to get into your room - Neighbours guaranteed to be screaming all night - NO complimentary bus service to town (you have to find your own way to the public bus) - NO complimentary business centre - it's a whopping 60 MOP per half-hour even for guests - Empty soulless corridors leading to nowhere - Unfriendly and lengthy…"
c25000053,s1,I arrived early 12pm
c25000053,s2,Concierge approached me saying that reception doesn't take any early check ins
c25000053,s3,Told us with no empathy to return after 1pm
c25000053,s4,"At that time, the check- in queue was 50 people long"
c25000053,s5,Felt like an airport queue
c25000053,s6,"Looks like long waits are the norm, as they have barriers to control the queue line"
c25000053,s7,Once you get to the reception the check in process takes way longer than I've ever experienced
c25000053,s8,There were plenty of FO staff -8 in fact
c25000053,s9,Don't understand the lengthy process
c25000053,s10,"I booked the room under hubby's name for tax purposes, but used my credit card to pay it on 'booking"
c25000053,s11,com'
c25000053,s12,"The receptionist refused my check in, since hubby was still at his conference until 9pm"
c25000053,s13,"They told me, that my two little girls and  I needed to wait 8 hours for dad to come do the…"
c25000054,s1,"As much as the staff is friendly and trying there best, again we were disappointed by our stay"
c25000054,s2,"Check in always takes ages, why does this take so long? The poor receptionist, no idea what she had to 'register' but its like booking a room instead of just checking in"
c25000054,s3,"The room was as always, super pretty but the smell"
c25000054,s4,terrible smoke smell
c25000054,s5,really awful
c25000054,s6,We woke up in the morning feeling disgusted by the smell of sigarets we have been inhaling the whole night
c25000054,s7,"Small thing, there weren't even bottles of water in the room, so weird no? We checked with our friends and they didn't have any neither"
c25000054,s8,"For the rest, bravo for the team, very friendly and trying their best!"
c25000055,s1,The Venetian hotel located at the great location
c25000055,s2,Close to airport and City Centre
c25000055,s3,I was staying the Venetian from May 1st until 4th of May
c25000055,s4,When I checked in the receptionist did not explained any kind of facilities so there's no 'Welcome'
c25000055,s5,And I ordered some of dishes to my room however the room service staff didn't speak English therefore they brought wrong a dish
c25000055,s6,"I usually request special food regards my health situation but, one of the customer service told me they couldn't handle my request even I was explained the others hotel did it"
c25000055,s7,Second day I was woke up early because of the under the construction in the hotel
c25000055,s8,There was crazy annoying  sounds from upstairs
c25000055,s9,After that Duty manager Sam transfer and upgrade our room but their was nose also at the room number 21047…
c25000056,s1,"You can get in the hotel, but you can not get out, if you want to go somewhere else, all service personnel pretend they don't know what you are saying, even taxi will not take you from Venetian to another hotel"
c25000056,s2,"Smelly room, bad service, shady operation"
c25000056,s3,Will not ever set foot in that place again
c25000057,s1,Spent 2 nights in a mid-range room
c25000057,s2,The room was excellent
c25000057,s3,"large, very comfortable bed, extremely well appointed and clean"
c25000057,s4,Wifi was good
c25000057,s5,"Breakfast was also good, but is very very busy"
c25000057,s6,It's an efficient hotel but everything about this hotel is busy
c25000057,s7,Far too many people spoil an exclusive experience
c25000057,s8,"Queues, delays and waiting are normal"
c25000057,s9,"Facilities at the hotel are endless, so much to see and do, revolving around the casino"
c25000057,s10,Shuttle buses to and from the airport and port are smooth
c25000057,s11,"Because it's a big and busy hotel, waiting times can be long"
c25000057,s12,On 2 separate occasions my room key failed
c25000057,s13,This required a trip to reception
c25000057,s14,"20 minutes for the lift each time/each direction, plus about 10 minutes waiting at reception (50 minutes in total)"
