c80025,s1,Banyan tree macau has very nice view and very convenient,[view][+],,,,
c80025,s2,Staffs here also also very welcome to help,[Staffs][+],,,,
c80025,s3,"We met Catherine , Marzi and Andrew, the staff made up our room very clean and help us about the small pool inside the room with really good service mind",[staff][+],[room][+],[pool][+],[room][0],[service][+]
c80026,s1,I am very happy that every hotel staff has listened to all the requirements with a kind smile and attitude,[staff][+],,,,
c80026,s3,"The room atmosphere and facilities, along with the services of the staff, are without question the best",[room atmosphere][+],[facilities][+],[services][+],[staff][+],
c80027,s1,"Banyan Tree never failed us , the staff attention to details always amused me",[staff][+],,,,
c80027,s2,"Two staff Suran , Andrew tidy up the room so nice and helped to place my makeup and skincare in such a organized way you can totally feel they love their job and do it wholeheartedly",[staff][+],[room][+],,,
c80027,s3,In the evening we were served by another nice staff Rey Jan,[staff][+],,,,
c80028,s6,I highly appreciate to the staff kindness,[staff][+],,,,
c80028,s7,"Thank you so much for the housekeeping, Mr. Warlie and Mr.Marlow",[housekeeping][+],,,,
c80028,s10,the staff was very helpful to clean and tidy up during the breakfast in the morning,[staff][+],[breakfast][0],,,
c80028,s11,"In anticipation of the need for towels by the children playing in the water, they nice staff provided enough towels and were able to stay pleasantly with their kindness",[towels][0],[staff][+],[towels][+],,
c80029,s3,Positives: Great fun with a swimming pool in our room,[swimming pool][+],[room][+],,,
c80029,s4,"Large, quality room with lots of space",[room][+],,,,
c80029,s5,Very comfortable huge king sized bed,[bed][+],,,,
c80029,s6,Helpful and friendly staff,[staff][+],,,,
c80029,s8,Good swimming pool and lazy river in complex,[swimming pool][+],,,,
c80029,s9,"Fast, frequent free shuttles to Macau and other Cotai hotels",[shuttles][+],,,,
c80029,s13,This is a must stay Hotel including to experience the pool in the room,[pool][+],[room][+],,,
c80030,s1,"The facilities and room service are excellent The pool in the room is terrific for kids And, Mr Jerico from housekeeping is extremely caring and helpful",[facilities][+],[room service][+],[pool in the room][+],[housekeeping][+],
c80030,s2,"Thanks staff, for providing a relaxing (though short) holiday for my boy and me",[staff][+],,,,
c80031,s2,"During our stay, we were warmly welcomed by the staff especially the Housekeeping Team",[staff][+],[Housekeeping Team][+],,,
c80031,s3,"All the housekeepers in 28th floor were extremely friendly, helpful and very professional",[housekeepers][+],,,,
c80031,s4,"JEVIN,  MARLON, SAM and other staff are such a warm, personality and highly motivated staff",[staff][+],[staff][+],,,
c80032,s1,Fantastic room with nice jacuzzi and view,[room][+],[jacuzzi][+],[view][+],,
c80032,s2,Really relax to have a Bubble shower in jacuzzi at night,[Bubble shower][+],[jacuzzi][+],,,
c80032,s3,Staffs in reception are friendly and helpful,[Staffs in reception][+],,,,
c80033,s2,All the staff were kind and the service was superb,[staff][+],[service][+],,,
c80033,s3,"In particular, the housekeeping service was the best",[housekeeping service][+],,,,
c80034,s1,The King suite with swimming pool is one of the most luxurious hotel I've stayed,[King suite][+],[swimming pool][+],,,
c80034,s2,"Excellent service, clean room and beautiful interior   There is a king size bed and a place for you to sit next to the pool",[service][+],[room][+],[interior][+],[bed][0],[pool][0]
c80034,s3,The room is so big that it feels like an expensive home!,[room][+],,,,
c80035,s2,"Nestled within the Galaxy Resort, the most exciting complex in Macau with a wave pool, a lazy river pool, extensive shopping options, a wide array of food choices, and a stones throw away from charming Taipa Village",[wave pool][+],[pool][+],[shopping options][+],[food choices][+],
c80035,s3,Banyan Tree has all the facilities you will want and need for an unforgettable stay,[facilities][+],,,,
c80035,s4,"Their wet floor has 4 indoor pools; a nice heated lap pool, an amazing waterfall got tub, and hot and cold pools for contrast baths all with an amazing view of the resort grounds",[indoor pools][+],[heated lap pool][+],[waterfall got tub][+],[view][+],
c80035,s5,Though the most amazing feature of this hotel is the temperature controlled plunge pool that lines the panoramic windows inside every room,[plunge pool][+],[windows][+],,,
c80036,s2,"Apart from the excellent location as part of the Galaxy site, it has some of the most amazing rooms with a pool inside and just so relaxing",[location][+],[rooms][+],[pool inside][+],,
c80036,s6,"Add to that the beautiful outdoor swimming pool, and the highly courteous staff and it makes for an amazing stay",[outdoor swimming pool][+],[staff][+],,,
c80037,s2,"I was amazed with its beautiful, elegant and big rooms",[rooms][+],,,,
c80037,s3,"And I just want to emphasize houskeeping team, since they know its our anniversary, we didnt request for any flower set up",[houskeeping team][+],,,,
c80037,s4,"My husband and I really have a wonderful night, thanks for the Housekeeping team, who made our Anniversary more memorable and romantic",[Housekeeping team][+],,,,
c80038,s1,"Great location, really pleasant and clean rooms with modern decor, and the thing that makes Banyan Tree hotel macau such a good place to stay are the staff",[location][+],[rooms][+],[decor][+],[staff][+],
c80038,s2,All of the staff are incredibly helpful and generous with their time and advice,[staff][+],[service][+],,,
c80038,s3,every morning we enjoyed the breakfast in  Belon at 31st floor with a breathtaking view,[breakfast][+],[view][+],,,
c80039,s1,"quality service, quality furnishing, amazing robes, food incredible everything perfect",[service][+],[robes][+],[food][+],,
c80040,s1,"Everything about Banyan Tree is remarkable moment & service, the staff always provide beyond-expectation services that continues creating memorable experience for us",[service][+],[staff][+],[services][+],,
c80040,s3,"We really enjoyed our vacation and most of the time we spent in our villa, the villa is super clean and exquisite",[villa][+],,,,
c80041,s1,Excellent service with awesome hotel and Luxury,[service][+],,,,
c80041,s2,Upon arrival I was warmly welcomed by the staff with very kind,[staff][+],,,,
c80041,s3,The staff very friendly and helpful as well,[staff][+],,,,
c80041,s4,The staff treated us like own family without any unlike feeling even they very busy overcrowded,[staff][+],,,,
c80041,s5,Excellent staff always Big Smile:) Saffron was really tasty food its served Thai cuisine!,staff,[food][+],,,
c80042,s1,"Excellent hotel with excellent location located at the city center,the room is extremely clean & comfortable",[location][+],[room][+],,,
c80042,s2,"Upon arrival we were warmly welcomed by the friendly bell & reception staff  ,they makes our trip more interesting with some advices & tips about the city ,supermarket ,shops,restaurants bars are within walking distance",[staff][+],,,,
c80042,s3,Would definetely recommend this hotel to everybody and specially belon and saffron restaurants in the hotel,[restaurants][+],,,,
c80043,s2,Staff was really friendly and treated us without any hesitation unlike in any other overcrowded hotel it may get,[Staff][+],,,,
c80043,s3,Super class Service and tasty food!,[Service][+],[food][+],,,
c80044,s2,The room was very luxurious with a pool inside the room,[room][+],[pool inside the room][+],,,
c80044,s3,The service was top notch,[service][+],,,,
c80044,s4,The spa experience was spectacular,[spa experience][+],,,,
c80044,s6,Cannot wait to be back in the summer time to enjoy the outdoor water park,[outdoor water park][+],,,,
c80045,s2,"It's a plus for your company having a very hospitable, enthusiastic and informative staffs especiallyJerico Mangulabnan, who's in charge on our floor",[staffs][+],,,,
c80045,s3,"the staff was very nice and came back and checked on us just to offer some fruits, a slice of cake and wine for papa and mama's birthday after fixing our room",[staff][+],,,,
c80046,s3,Thank you Paul and all the other staff for their kindness while using the pool sauna while staying at Banya Tree,[staff][+],[pool sauna][+],,,
c80047,s1,The swimming pool and the rapid are exciting and amazing,[swimming pool][+],,,,
c80047,s2,And the cabanas are big and comfortable,[cabanas][+],,,,
c80047,s3,"I think this hotel is the best hotel in the Galaxy and I recommend it Although I didn't sleep in the hotel, my friends said that the hotel room is big and beautiful",[room][+],,,,
c80048,s1,"Upon checking in at the Banyan Tree, we were welcomed upstairs with a clean suite and a relaxing ambience",[suite][+],[ambience][+],,,
c80048,s2,The view was stunning as we were upgraded to a suite facing the resort,[view][+],,,,
c80048,s3,"Hotel staff were very accommodating especially Jerico, Bhuwan, Mark and Mhel who attended to our needs during our whole stay",[staff][+],,,,
c80049,s3,"Friendly staffs, clean rooms, beautiful place,lazy river  was really an adventure to try for kids & kids at heart",[staffs][+],[rooms][+],,,
c80050,s1,It was a rainy afternoon but this did not let our staycation boring or unpleasant Banyan Tree is truly a Five Star because of its services,[services][+],,,,
c80050,s2,We felt at home from the moment we stepped in to the hotel as Ms. Jessa handled our check in professionally then escorted us to our nice room and explained each of the superior amenities clearly,[room][+],[amenities][+],,,
c80050,s5,Catherine from the Housekeeping Team who helped drying and cleaning the water around the small pool as our grand daughter was enjoying it,[Housekeeping Team][+],[pool][+],,,
c80051,s3,"Started from checking-in, FO staff Miguel was very helpful",[checking-in][+],[FO staff][+],,,
c80051,s4,The staff really made sure that we will have a five star experience,[staff][+],,,,
c80051,s5,Check-in was very smooth,[Check-in][+],,,,
c80051,s6,"After that, the professional staff escorted us to our superber room and helped us with our top amenities",[staff][+],[room][+],[amenities][+],,
c80051,s8,"Aside from him, I must acknowledge some staff like Daisy from housekeeping who offered us nice baby amenities, she was so kind",[staff][+],[housekeeping][+],[amenities][+],,
c80051,s9,"professional Mark and Jay from belldesk, helped us with our luggage during check in and check out, and even helped us to grab a taxi upon our departure",[belldesk][+],,,,
c80051,s10,"Room service was excellent as well, Wyman and Bob surprised us a birthday cake and bowl of fruit for my daughter",[Room service][+],,,,
c80052,s3,The detail taken in each room is phenomenal,[room][+],,,,
c80052,s5,The pool in the room is a fabulous feature,[pool in the room][+],,,,
c80052,s7,The views are great from the pool,[views][+],[pool][+],,,
c80052,s8,and you'll find yourself in the early watching Macau television from the nice pool and hoping from the pool to the gloriously comfortable bathtub,[pool][+],[bathtub][+],,,
c80052,s10,The service is again impeccable,[service][+],,,,
c80052,s11,Room is cleaned each day to perfection - including the pool,[Room][+],[pool][+],,,
c80052,s13,"The breakfast is perfect, and a great way to start the morning",[breakfast][+],,,,
c80053,s2,"Once you have arrived the lobby it gives you this feeling that you're in this sanctuary, the ambiance itself and the lobby scent, IT'S JUST AMAZING",[lobby][+],[ambience][+],[lobby scent][+],,
c80053,s3,What makes it so special too is that the staff are very friendly and helpful,[staff][+],,,,
c80053,s4,"The relaxation pool in the room is just unbelievable, it's very luxurious My wife did enjoy it",[pool in the room][+],,,,
c80053,s5,"And to top it off, you can also have the access at the resort deck, we thought it's only for the guests who are staying in Galaxy Hotel, yes we did have the privilege too",[resort deck][+],,,,
c80053,s9,Saffron Restaurant located at the lobby is a great experience for authentic Thai cuisine,[Restaurant][+],[lobby][+],[cuisine][+],,
c80054,s3,I found the spa is much better than the Banyan Tree Spa in Marina Bay Sands,[spa][+],,,,
c80054,s4,"If you are staying in this hotel, don't forget to try their Thai restaurant called Saffron",[restaurant][+],,,,
c80055,s3,The room was large and luxurious with a bedroom and sitting room that includes a 5m pool / bath,[room][+],[bedroom][+],[sitting room][+],,
c80055,s4,The comfortable bathroom was huge with a two-person shower and an automatic toilet,[bathroom][+],[shower][+],[toilet][+],,
c80055,s5,"Everything about the room was 5-star, 2 big screen tv, high speed WiFi, the huge comfortable king-sized bed",[room][+],[bed][+],,,
c80055,s6,"The staff were super professional and friendly from the check-in desk, to the housekeeping",[staff][+],[check-in desk][+],[housekeeping][+],,
c80055,s8,There is a nice outdoor pool which Banyan Tree patrons have exclusive access to as well as being able to use the large wave pool at the Galaxy hotel,[outdoor pool][+],[access][+],[wave pool][+],,
c80056,s3,Got an upgrade & my kids had so much fun they want to go back,[upgrade][+],,,,
c80056,s4,The upgrade means the room is much larger too,[upgrade][+],,,,
c80056,s7,"Thanks Banyan Tree, great experience",[experience][+],,,,
c80056,s8,Housekeeping did a good job too,[Housekeeping][+],,,,
c80057,s3,"the nice room was clean, had a great view of the Galaxy plaza, swimming pools, wave pool, the whole area",[room][+],[view][+],,,
c80057,s4,The comfortable room includes a very long professional spa like nice pool  inside the room (water has to be drained and refilled to 27 degrees Celsius),[room][+],[spa][+],[pool  inside the room][+],,
c80057,s6,"The comfortable room had 2 king size nice beds, 2 bathrooms, 2 showers",[room][+],[beds][+],[bathrooms][+],[showers][+],
c80058,s1,I chose this hotel because I was specifically looking for a hotel with a private swimming pool in my suite,[swimming pool][+],[suite][+],,,
c80058,s2,I'd never thought I would find a private pool in my villa in the middle of this concrete city,[pool][+],[villa][+],,,
c80058,s3,And I am totally taken by the services Banyan Tree Macau had to offer,[services][+],,,,
c80058,s5,"the nice staff even assisted with my itinerary during my stay, as well as arranged accommodation for my other relatives who stay at Galaxy which is directly next to Banyan Tree",[staff][+],,,,
c80058,s6,Limo was arranged to pick me up upon arrival (but I believe there is shuttle bus that will take you from the ferry terminal to the hotel),[Limo][+],,,,
c80059,s1,This hotel is sitting in an amazing location upon arrival the staffs were very helpful and greet you in a Thai culture way,[location][+],[staffs][+],,,
c80059,s2,The lobby is very spacious with high ceiling and our check in was smooth though room wasn't ready when we arrived at noon time but they get alternatives by sending email Overall service was impeccable staff was very helpful and caring on anything you need,[lobby][+],[ceiling][+],[check in][+],[service][+],[staff][+]
c80060,s1,"We stayed in this hotel and the ambiance itself was very welcoming, the staffs we all so kind and smiling upon your arrival not to mention helpful as well",[ambiance][+],[staffs][+],,,
c80060,s3,The resort was not open since its winter time but tried the fitness center and the best part is the pool is in an infinity style over looking the other hotels of Cotai,[fitness center][+],[pool][+],,,
c80061,s2,Staffs are friendly and room is huge Price is reasonable as you wont find another hotel with private pool in room with this price in town,[staffs][+],[room][+],[Price][+],[pool][+],[room][+]
c80062,s2,"The staff was very patient and helpful throughout, even though we were not staying at Banyan",[staff][+],,,,
c80063,s2,The room is nice with a small private pool inside,[room][+],[pool inside][+],,,
c80063,s4,The view from the room is fantastic,[view][+],,,,
c80063,s5,Shower room is amazing and can shower two people ,[Shower room][+],,,,
c80063,s6,Service is nice and all the staff we encountered are polite,[Service][+],[staff][+],,,
c80063,s7,Have outdoor pools which is amazing from all the pool in Macau this one is unique and exciting,[outdoor pools][+],,,,
c80064,s2,"Upon arrival, the staff greeted as warmly",[staff][+],,,,
c80064,s3,"staff were very attentive, polite, and friendly",[staff][+],,,,
c80064,s4,The service is excellent,[service][+],,,,
c80064,s5,The room is so spacious that it can fit conveniently 4 people,[room][+],,,,
c80064,s6,The bathroom (wooden tub) and walkin closet is beautifully designed,[bathroom][+],[wooden tub][+],[walkin closet][+],,
c80065,s2,We stayed in a nice room fronting the man made beach and all other pools of the Galaxy compound,[room][+],[man made beach][+],,,
c80065,s5,The pools were amazing,[pools][+],,,,
c80065,s6,the room was luxuriously big We love it,[room][+],,,,
c80066,s1,"The rooms, restaurant, spa, pool and absolutely everything was perfect,",[rooms][+],[restaurant][+],[spa][+],[pool][+],
c80066,s2,Thank you for the service Banyan Tree Please ignore the underappreciating people as they are only trying to get attention,[service][+],,,,
c80067,s1,Excellent room on 27th floor with nice in room pool (Cotai king suite - resort view),[room][+],[in room pool][+],,,
c80067,s2,King bed was super comfortable and Daniel at the front desk was kind enough to organise a complimentary rollaway bed,[King bed][+],[front desk][+],,,
c80068,s3,The service upon checking in was amazing,[service][+],[checking in][+],,,
c80068,s4,We were able to spend the day at both the galaxy pool deck and Banyan Tree pool while waiting for our room which was ready early,[pool deck][+],[pool][+],,,
c80068,s5,"All staff treated us with such kindness and were able to assist with towels, drinks and water all day",[staff][+],[towels][+],[drinks][+],,
c80068,s6,We had lunch at the Breeze kiosk and were greeted by exceptionally friendly staff and had a really tasty lunch including rice paper rolls and the slider special which included a cocktail,[staff][+],,,,
c80068,s7,"The room was perfect with all the amenities you could need or want I love that the staff come in at night and refresh the water, amenities and towels as well as lay out the slippers and gowns",[room][+],[amenities][+],[staff][+],[amenities][+],[towels][+]
c80069,s3,Check in was quick and easy and upon entering the room we were greeted with a free bottle of wine and cake,[Check in][+],[room][+],,,
c80069,s4,The nice room itself was large with 2 toilets dining area mini bar square pool which overlooked some of the strip,[room][+],[toilets][+],[dining area][+],[mini bar][+],[pool][+]
c80069,s5,We only stayed for a few nights and the reception and friendliness of the staff was great,[reception][+],[staffs][+],,,
c80069,s6,The food in the restaurant was great,[food][+],[restaurant][+],,,
c80070,s1,We booked the signature suite and it was just exquisite,[signature suite][+],,,,
c80070,s2,Probably the best suite we have ever stayed in,[suite][+],,,,
c80070,s3,The plunge pool in the middle of the Suite was unique and a great way to relax in,[plunge pool][+],[suite][+],,,
c80070,s4,Bathroom was also something else with outstanding views over the Galaxy resort,[Bathroom][+],[views][+],,,
c80070,s5,Staff were very helpful and knowledgeable,[Staff][+],,,,
c80071,s1,My favourite hotel room ever  We stayed here for 5 nights Room with swimming pool inside the room was amazing LOVE the room decoration and it's definitely the best hotel in MACAU WE WILL DEFINITELY BE BACK AGAIN,[room][+],[Room][+],[pool inside the room][+],,
c80072,s1,Booked in for a birthday celebration and couldn't have asked for a better experience,,,,,
c80072,s2,We arrived at the front desk and was greeted by a gentleman called Curtis,[front desk][+],,,,
c80072,s3,"the staff was extremely welcoming, friendly and helpful",[staff][+],,,,
c80072,s4,Throughout the stay all the staffs were really warm and friendly and the property was in pretty good condition,[staffs][+],,,,
c80073,s2,"It was an amazing experience, Services and foods are superb",[experience][+],[Services][+],,,
c80073,s3,The ambiance is very cozy and the food attendant are very attentive,[ambiance][+],[food attendant][+],,,
c80073,s4,Prices is reasonable too,[Prices][+],,,,
c80074,s1,Rooms are just incredible!I spent 90% of my time in my private room pool,[Rooms][+],[room pool][+],,,
c80074,s2,"The service was epic, and the quality of the hotel was also amazing",[service][+],,,,
c80075,s1,"best hotel room I ever seen in my life, room with nice pool inside the room amazing decor fabulous best room in macau part of galaxy complex ",[room][+],[room][0],[pool inside the room][+],[decor][+],[room][+]
c80076,s1,From check in to check out we were impressed by the service throughout,[check in][+],[check out][+],[service][+],,
c80076,s2,The staff are very friendly and multi lingual,[staff][+],,,,
c80076,s4,The room was clean and comfortable with all the facilities you would expect,[room][+],[facilities][+],,,
c80076,s5,"Particular highlights were the large wooden tub for a relaxing soak, and the aromas in the public areas such certainly remind you of Thailand",[wooden tub][+],[aromas][+],,,
c80077,s3,"The service was impeccable, everything was in order, everyone was helpful and friendly",[service][+],,,,
c80077,s4,Our room was SPECTACULAR  We had 2 adults and 2 children,[room][+],,,,
c80077,s5,"Unfortunately, the beds were a bit small for all of us but an extra bed was brought up to accommodate our family",,,,,
c80077,s6,"The indoor relaxation pool was great, plenty of free complimentary bottles of water as well!  The double shower was to die for, the shower heads big and, well, just awesome!  Having access to the water park, complimentary was our saviour, it was very hot and humid and the lazy river was just what we all needed after a busy day",,,,,
c80077,s7,I would recommend the Banyan Tree to anyone that asks,,,,,
c80077,s8,a 6 Star stay for us and we hope to be back one day soon!,,,,,
c80078,s1,My purpose of stay is celebrate silver wedding anniversay,,,,,
c80078,s2,Hotel automatically upgraded to bigger room with decoration,,,,,
c80078,s3,These big surprise bring us a wonderful memorable stay,,,,,
c80078,s4,We also have a very good candle-light dinner in Belon restaurant,,,,,
c80078,s5,Thanks!,,,,,
c80079,s1,"Although I did'nt stay in the hotel, I attended a confrence for couple of day and can safely say it is one of the best in the region for holding international confrences and symposiums",,,,,
c80079,s2,"Ample space, excellent management",,,,,
c80080,s1,Massive room Friendly Staff AC very lould in one of our room,,,,,
c80080,s2,Would love to stay here again,,,,,
c80080,s3,We were charged extra (small amount) for child to attend breakfast (only the adult breakfast was included),,,,,
c80080,s4,Over all a fabulous facility,,,,,
c80081,s1,That would be a relax business journey in my time,,,,,
c80081,s2,"That's a suite with a pool inside, extra large dining room that can let me to have a meeting with my partner",,,,,
c80081,s3,Actually I am sensitive to the air but the armoma is good for sleep,,,,,
c80081,s4,I will come back to this hotel for my next trip to Macau,,,,,
c80082,s1,The size is so big and so grand,,,,,
c80082,s2,"And it is very comfortable, each room with small relaxing pool which suite for family to come",,,,,
c80082,s3,"Inside the galaxy they have so many facility for entertainment, you can watching movie, you can shopping, you can play, whatever you want",,,,,
c80083,s1,"Excellent service quality except the choices in buffet breakfast not much international standard but overall still acceptable,  Room cleanliness and facilities much well maintained",,,,,
c80083,s2,Food quality in the French restaurant Belon very much upto  French high quality standard,,,,,
c80084,s1,This is The second-time,,,,,
c80084,s2,Always Very Comfortable and Beautiful Hotel,,,,,
c80084,s3,We stay two days,,,,,
c80084,s4,AND Thanks for LUY(Staff),,,,,
c80084,s5,She is very very kind fot us,,,,,
c80084,s6,We are served Nice dinners and activities  Îß§Ï_ __•≠_ _∏Ì____ _§Ì__ _ºÏ_ Í∞Ï°_____,,,,,
c80085,s1,Everything was amazing,,,,,
c80085,s2,"Booked it through official website, although slightly disappointed as room didn't get upgraded as promised in the official website",,,,,
c80085,s3,(for that I paid extra around hkd2000 to book via the official website instead of through travel agent),,,,,
c80085,s4,However Duty Manager has been very helpful to resolve the issue,,,,,
c80085,s5,"So I am a happy girl again! The dining in Belon was extraordinary, and the SPA was unbelievable",,,,,
c80085,s6,Fell asleep a few times haha,,,,,
c80085,s7,"Yeah so please do come try this hotel, you will not be disappointed",,,,,
c80086,s1,Really great experience at Banyan Tree!! The room was clean & comfortable,,,,,
c80086,s2,Emailed them before arrival that we are coming to celebrate my birthday,,,,,
c80086,s3,The staff were sincere and patient throughout our communication,,,,,
c80086,s4,They offered a complimentary cake for me,,,,,
c80086,s5,It was nice touch,,,,,
c80087,s1,Was a great and memorable experience staying at Banyan tree Macau,,,,,
c80087,s2,The room was in great condition,,,,,
c80087,s3,We had a great time during our stay,,,,,
c80087,s4,The staff at front desk was friendly and helpfu,,,,,
c80087,s5,Breakfast is just ok,,,,,
c80088,s1,It an amazing place to stay wonderful rooms class apart one of the best Asia,,,,,
c80088,s2,class apart service,,,,,
c80088,s3,house keeping is fantastic and the amenities they provide really very niche,,,,,
c80088,s4,size of the room and pools inside are wonderfully designed,,,,,
c80088,s5,All in all it__ worth every penny,,,,,
c80089,s1,The room is very big and very relaxing! It__ like an escape from everyone,,,,,
c80089,s2,You can enjoy and relax in your room,,,,,
c80089,s3,The staff were accommodating,,,,,
c80089,s4,The service is good,,,,,
c80089,s5,The food is also great! The ambience of the hotel is on point!,,,,,
c80090,s1,Wonderful room with its own relaxation pool (huge) and bath,,,,,
c80090,s2,Dual shower! Awesome!  Free access to the gorgeous Deck Pool of the Galaxy complex,,,,,
c80090,s3,Personnel very attentive and professional,,,,,
c80090,s4,Perfect turn-in service,,,,,
c80090,s5,Very clean,,,,,
c80090,s6,A luxurious experience,,,,,
c80091,s1,Staffs at reception are well trained and they reacted to sudden changes properly with enough flexibility,,,,,
c80091,s2,The house-cleaning team has done a good job and very detail-oriented,,,,,
c80091,s3,"Overall Banyan Tree is a fine-tuned, well-managed and tranquilizing place to stay in such as grand noisy place, which is quite different from other hotels",,,,,
c80091,s4,"Banyan tree is quite stylish, instead of just being luxury",,,,,
c80091,s5,"All of its products, assets even its staffs' manner, have a consistent and remarkable identity design, which is quite easy to figure out",,,,,
