c80043,s3,Super class Service and tasty food!,[Service][+],[food][+],,,,,,,
c60116,s2,Our room was beautifully set up with a separate large seating area and plenty of desk space,[room][+],[seating area][+],[desk space][+],,,,,,
c50264,s1,We were disappointed at the service and quality of the hotel,[service][-],,,,,,,,
c1165,s4,"Every time I stayed here, I felt that I was genuinely welcome by all the staffs I met because they truly appreciated I chose their hotel",[staffs][+],,,,,,,,
c54,s4,Thank you Miguel FO department who so so friendly and helpful for our requests to fully fill our party night perfectly,[staff][+][u][p],,,,,,,,
c93,s6,"For the whole stay, I appreciate the fast speed and response of the housekeeping and customer service",[house keeping][+],[customer service][+],,,,,,,
c80001,s2,"The room was elegant, the service was great as well",[room][+],[service][+],,,,,,,
c60083,s3,"Front service staffs are great, nothing is too much for them",[Front service staffs][+],,,,,,,,
c50119,s1,Very bad service at thin__heraton_,[service][-],,,,,,,,
c6810,s10,"Because of these people, it has offered our family a memorable time in', '_'",[staff][+][p],,,,,,,,
c5808,s6,"Overall, we have a great dinner and was a fun night for us",[dinner][+],,,,,,,,
c80014,s7,"The heated pool in the room added such a luxurious touch, and was great to come home to each night It was really relaxing to sink in and take in the views of the changing Macau landscape",[pool in the room][+],[views][+],,,,,,,
c6052,s9,"Lifts are always crowded and as the hotel is quite big, you will need sometime to orientate yourself.",[lifts][-],,,,,,,,
c50314,s8,"Now if you know Macau and how hit and humid it is, then you know that one takes more than one shower a day and using the same damp towel is not very pleasant",[towel][-],,,,,,,,
c154,s7,So I requested to change the room successfully,[room][0],,,,,,,,
c11896,s5,The rooms are great.,[rooms][+],,,,,,,,
c80076,s2,The staff are very friendly and multi lingual,[staff][+],,,,,,,,
c71,s9,Good hotel amenities,[amenities][+],,,,,,,,
c50138,s4,"Our upgraded room to a suite was good however I had booked a room for 3 people as my sister-in-law was sharing and they had made no provisions for this ie extra towel, dressing gown, bathroom soaps, glass etc",[room][0],[suite][0],[towel][-],[dressing gown][-],[bathroom soaps][-],[glass][-],,,
c50112,s1,the hotel hardware is very classic sheraton but the hotel itself is very busy and a bit chaotic,[hotel hardware][0],,,,,,,,
c50263,s3,"My room has old soap stains on the taps which I easily washed off with water and some scrubbing myself, was really disappointed with how much effort was spend into cleaning my room",[taps][-],,,,,,,,
c12522,s11,Lovely food and wonderful staff,[food][+],[staff][+],,,,,,,
c13338,s1,Good location close walk to the Central square where most things are there,[location][+],,,,,,,,
c60142,s2,"Friendly, genuinely helpful staff that work very efficiently (which I find rare in Macau sorry to say",[staff][+],,,,,,,,
c50205,s5,Towels are small and hard,[Towels][-],,,,,,,,
c37,s1,Overall is good but at the lobby I understand it near casino  so there are many smoking smell,[experience][+][u],[lobby][0],[smoking smell][-],,,,,,
c50363,s5,"Third, some bathroom amenities were missing",[bathroom amenities][-],,,,,,,,
c50349,s8,Room service is very courteous and polite,[Room service][-],,,,,,,,
c60107,s1,i like the cozy rooms in spa,[rooms in spa][+],,,,,,,,
c50090,s5,"This is not the service I would expect from the Sheraton, very disappointing!!",[service][-],,,,,,,,
c50093,s9,") However, when I enter to my room I heard noise and vibrating sounds coming from outside because of AC outdoor unit on the roof",[noise][-],[sound][-],[AC outdoor unit][-],,,,,,
c60017,s1,The hotel has excellent views over the sea,[views][+],,,,,,,,
c6894,s4,Luckily we found out that the rooms themselves did not have such added odours,[rooms][0],,,,,,,,
c50029,s7,I suspect the management has changed hands to local management,[management][-],,,,,,,,
c50150,s3,We stayed in a Deluxe king room,[Deluxe king room][-],,,,,,,,
c50136,s6,The breakfast was at Xin and predominantly Chinese non vegetarian food ,[breakfast][0],,,,,,,,
c50035,s100,"This was not even as check in first opened, but several hours later",[check in][-],,,,,,,,
c50337,s8,"Room service food was also fair, but again I cannot say it was good",[Room service food][0],,,,,,,,
c17454,s7,"Most Casino dealers and employees doesn't know how to speak english, Cashier lines way too long for exchanging money",[staff][-][u],[cashier][0],,,,,,,
c80068,s5,"All staff treated us with such kindness and were able to assist with towels, drinks and water all day",[staff][+],[towels][+],[drinks][+],,,,,,
c50316,s3,"But this time, the variety of food served over the evening cocktail was a lot less than before",[variety of food][-],,,,,,,,
c80053,s4,"The relaxation pool in the room is just unbelievable, it's very luxurious My wife did enjoy it",[pool in the room][+],,,,,,,,
c50035,s2,What 5 star hotel in the modern world has you wait over an hour just to check in?  ,[check in][-],,,,,,,,
c58,s2,"For a quick visit, we felt the hospitality of the staff, very good food from the brassiere and most of all the view of the tower",[staff][+][u],[brassiere][+],[view][+],[food][+],,,,,
c60157,s14,Staff are all friendly,[Staff][+],,,,,,,,
c50244,s7,Bathroom is spacious,[Bathroom][0],,,,,,,,
c97,s3,The staff are very pleasant though,[staff][+],,,,,,,,
c50200,s2,"However, the quality of service crushed my holiday experience",[service][-],,,,,,,,
c5338,s1,"At the check in , we were greeted by Harrison Zheng , who was polite , efficient , full of smiles and had a nice chat  with us",[check in][+],[staff][+][p],,,,,,,
c60034,s4,"Staff extremely professional, friendly and very attentive  to satisfy our request focusing details",[staff][+],,,,,,,,
c16066,s1,"We booked a room here unexpectedly as the original hotel we arrange to stay in was too small so we treated ourselves to a superior room the standard in here is absolutely fantastic two TVs, sofa a desk a very large bathroom and a massive bed",[room][0],[TVs][+],[sofa][+],[desk][+],[bathroom][0],,,,
c50264,s2,The rooms were quite basic and stank of cigarette smoke even on the non-smoking floors,[rooms][-],[cigarette smoke][-],[non-smoking floors][0],,,,,,
c2,s14,It's rather pretty,[p][+],,,,,,,,
c841,s4,The staff at the health club found out it was our honeymoon even made up   a  heartwarming letter wishing us a good stay and many years of joy and happiness,[staff][+],[stay][+],,,,,,,
c80064,s2,"Upon arrival, the staff greeted as warmly",[staff][+],,,,,,,,
c37,s3,Good view I happy with this hotel.  ,[view][+],,,,,,,,
c50333,s5,"Many staff are hired from the mainland China, not as professional as staff in other Sheraton hotels elsewhere, didnt respect people queuing at the back of the line, just let other guests jumping the queue to check out",[staff][-],[queuing][-],[check out][-],,,,,,
c14379,s3,And the front desk staffs are warm and friendly,[front desk][+],[staffs][+],,,,,,,
c50264,s4,"The ""club lounge"" was so overfilled at breakfast time that we were moved to a charmless unused overflow ballroom",[club lounge][-],,,,,,,,
c60006,s5,There are luxurious sauna and jacuzzi in the changing room,[sauna][+],[jacuzzi][+],[changing room][0],,,,,,
c72,s3,"Unbelievable that they can cope with 4,000 guests.",[hotel][+][u],,,,,,,,
c60088,s2,"Staff were friendly, in-room breakfast was great, all rooms have a great view of the Macau Skyline",[Staff][+],[in-room breakfast][+],[rooms][+],[view][+],,,,,
c8867,s2,"As a Starwood Guest I was first offered an alternative room with a better view, but on learning that my wife and I were staying for a couple of nights to celebrate our 30th wedding anniversary we were upgraded fully to a suite that provided us with luxury we could only dream of",[room][0],[view][+],[suite][+],,,,,,
c37,s4,If I have a time will come to this hotel again,,,,,,,,,
c8399,s5,Room condition always is well & clean to make my stay great,[Room][+],[stay][+],,,,,,,
c8001,s7,So the concierge sent us over to the bar in the casino of the Venetian - connected by a covered bridge from the shopping mall,[concierge][0],,,,,,,,
c80007,s4,The room we stayed was nice and cozy,[room][+],,,,,,,,
c60037,s5,The view of the indoor swimming pool was magnificent,[view][+],[indoor swimming pool][+],,,,,,,
c50338,s1,"When I walked into the hallway I found a bit musty, I thought it was the air con was not strong enough, but it turns out they are a bit old",[hallway][-],[air con][-],,,,,,,
c50027,s7,"Haven't meet much challenge after this during checkin, Front office mentioned to me there will be NO any Room Upgrade for all tiers elite Bonvoy member, made me guess it's a very busy",[checkin][0],[Front office][0],[Room Upgrade][-],,,,,,
c11056,s2,Love the huge TV and thank you for complementary tickets to the Eiffel tower,[TV][+],,,,,,,,
c54,s2,The room was so cleanly when we check-in to the room,[room][+],,,,,,,,
c6309,s2,Noisy rooms farrrrrrr too long waiting time @ check In,[rooms][-],[check In][-],,,,,,,
c75,s1,"I have spend 2 nights in Parisian, which new open casino in macau, the hotel is very big have south and north wing, and easy get lost in the mall, which is connect with the hotel and casino with a lot of shops and restaurants",[size][+][u],[navigation][-][u],,,,,,,
c71,s7,Clean room. . ,[room][+],,,,,,,,
c50105,s7,But no rooms????? ,[rooms][0],,,,,,,,
c80053,s9,Saffron Restaurant located at the lobby is a great experience for authentic Thai cuisine,[Restaurant][+],[lobby][+],[cuisine][+],,,,,,
c50026,s10,safeguard is responsible since i saw him asking 2 children who play without adults' attendance,[safeguard][+],,,,,,,,
c50199,s1,"This hotel is a very ""cold"" hotel",,,,,,,,,
c3382,s4,Thanks to the room service team for sending us the cake and flowers,[room service][+],,,,,,,,
c84,s9,The breakfast was fantastic,[breakfast][+],,,,,,,,
c5242,s4,Fast check-in and check-out counters for travellers,[check in][0],[check out][0],,,,,,,
c18421,s2,"Its an amazing, superb and a beautiful property in the heart of the city",[property][+],,,,,,,,
c60020,s1,Best hotel service in Macau from start to finish,[service][+],,,,,,,,
c50150,s1,We chose the Sheraton as a safe value but ended up quite disappointed,[value][-],,,,,,,,
c44,s7,"The bed is thick and soft, you will have a good sleep",[bed][+],[sleep][+],,,,,,,
c13105,s4,Two outstanding incidents came to mind - on our first night our room was extremely cold and we were told by someone from housekeeping the air con could not be controlled in our room as it was centralised,[room][0],[housekeeping][0],[air con][0],,,,,,
c50241,s1,"Check-in area very crowd & mess, we line up more than 40mins for check in",[Check-in][-],,,,,,,,
c80022,s1,"Was satisfied with literally Beautiful interior, nice furniture, warm greeting and service",[interior][+],[furniture][+],[greeting][+],[service][+],,,,,
c36,s3,"he hotel is not in the city center (Cotai), but you can easily get to the city by bus (take a free casion shuttle, a public bus or a taxi for less than 10 USD)",[shuttle bus][+],,,,,,,,
c14741,s6,Our room was good,[room][+],,,,,,,,
c50373,s3,From the unbelievably long check in queues (even for the SPG counters where we had to wait close to 45 mins with only 4 people in front of us) to the seemingly ignorant staff and poor service ,[check in][-],[staff][-],[service][-],,,,,,
c2087,s10,"Great music, no crowds, and tables with minimums that are half the', '_'",[music][+],,,,,,,,
c5726,s4,You enter the hotel lobby welcomed by a huge lobby with pleasant and welcoming staff,[lobby][+],[staff][+],,,,,,,
c7814,s4,"Once again, Sheraton outdid the competition in service and amenities for us and our two kids, 10 and 12",[service][+],[amenities][+],,,,,,,
c8125,s7,The bathroom room is well equipped with the amenities (eg.bath lily)  Thank you Amy for the great arrangement,[bathroom][+],[amenities][+],,,,,,,
c50167,s4,"The bathroom, especially, was a bit rusty",[bathroom][-],,,,,,,,
c14388,s5,"we had impressive breakfast, comfortable bed and friendly and professional staff serving us including the staff who replied me email, and staff in the gym room",[breakfast][+],[bed][+],[staff][+],[gym room][0],,,,,
c16,s4,The location was great with easily access to nearby attractions and also Macau city,[location][+],[access][+],,,,,,,
c50095,s4,"Also, they are under staffs to serve many tables",[staffs][-],,,,,,,,
c7411,s1,"Dont even think twice before going here its fabulous from Check in to hotel rooms to in house hospitality , food and Casino which to superbly huge",[Check in][+],[rooms][+],[in house hospitality][+],[food][+],[Casino][+],,,,
c60127,s8,"The amazing bathroom has a shower, dual sinks, and a tub big enought to easily fit 2 adults",[bathroom][+],,,,,,,,
c2227,s2,Mercy the guest relations assistant manager was amazing,[guest relations assistant manager][+],,,,,,,,
c60054,s8,There is a ncie free shuttle to the harbours and city of dreams and studio city,[shuttle][+],,,,,,,,
c60049,s9,Fantastic experience,[experience][+],,,,,,,,
c60115,s7,At all times the service was excellent,[service][+],,,,,,,,
c50000,s2,The bathroom amenities like shower gel and shampoo are poor in quality,[bathroom amenities][-],[shower gel][-],[shampoo][-],,,,,,
c80000,s3,The halls in the room levels makes it feel like you are permanently in a luxury spa and the housekeeping staff are very helpful,[halls in the room][+],[housekeeping staff][+],,,,,,,
c913,s6,"Kind of modern decor, but many luxury amenities, as well as a bath robe",[decor][+],[amenities][+],[bath robe][+],,,,,,
c60049,s7,Then front desk staff in check in area was very friendly and professional as well,[front desk staff][+],[check in][+],,,,,,,
c80052,s3,The detail taken in each room is phenomenal,[room][+],,,,,,,,
c50159,s6,"The pool is overcrowded, and a child was actually seen peeing in the pool from the side! All in all, very shoddy service indeed",[pool][-],[service][-],,,,,,,
c6925,s3,"But for a strange reason, when we got to check in they advised that the room we booked did not include breakfast and we needed to pay an extra hk$300 per person for the breakfast",[check in][0],[room][0],,,,,,,
c2122,s7,The Club floor lounge is excellent and it is huge,[Club floor lounge][+],,,,,,,,
c50273,s3,"The lines at the check-in counters were horrendous but the staff were super efficient and we managed to get our room in under 30 minutes Our room was a decent size and comfy, and more importantly it was clean and didn't reek of cigarettes like some hotels",[check-in counters][-],[staff][+],[room][0],[room][+],,,,,
c8910,s7,Overall experience was very good,[experience][+],,,,,,,,
c20843,s5,"Room is bigger than normal hotel room, clean and luxury, bathroom look like gold plated",[Room][+],[bathroom][+],,,,,,,
c80059,s1,This hotel is sitting in an amazing location upon arrival the staffs were very helpful and greet you in a Thai culture way,[location][+],[staffs][+],,,,,,,
c50298,s9,Terrible customer service,[customer service][-],,,,,,,,
c69,s12,The breakfast was amazing as you could order off the menu or buffet or do both,[breakfast][+],,,,,,,,
c19790,s10,"The stay comes with a complimentary dose of breakfast, lunch, welcome drink, a group family photograph,a gondola ride etc",[breakfast][0],[lunch][0],[welcome drink][0],,,,,,
c60153,s2,The staff is well spoken in every language,[staff][+],,,,,,,,
c50290,s2,"Check in is a nightmare with queues miles long , wifi slow and disconnects when you move in and out like old technology and room just ok",[Check in][-],[wifi][-],,,,,,,
c50147,s3,"I booked Club Level as an extra treat so imagine our surprise when upon arrival, they informed us that the Club Lounge was closed",[Club Level][-],[Club Lounge][-],,,,,,,
c7482,s2,This hotel offers a very excellent facility start from we arrive in Macao by providing shuttle bus from ferry terminal,[facility][+],,,,,,,,
c21124,s1,The hotel is beautiful as well as our Bella Room,[Room][+],,,,,,,,
c50368,s1,I stayed during the 1 few days before New Year and the lobby and bell drop off for luggage were like a zoo with very long lines and people occupying every open space,[lobby][-],,,,,,,,
c50150,s6,Breakfast was a major disappointment,[Breakfast][-],,,,,,,,
c6810,s8,His mentality was really positive which can make huge difference,[staff][+][p],,,,,,,,
c60147,s7,The bathroom is opulent and romantic,[bathroom][+],,,,,,,,
c50095,s1,I had Feast dinner buffet at Sheraton Grand in Cotai Macau was terrible as they have long queue to wait for the table,[queue][-],,,,,,,,
c80072,s2,We arrived at the front desk and was greeted by a gentleman called Curtis,[front desk][+],,,,,,,,
c60087,s6,Did not partake in the hotel's f&b as there are various affordable options on 3 sides of the hotel,[f&b][+],,,,,,,,
c50150,s11,No tea spoons,[tea spoons][-],,,,,,,,
c50003,s1,"Upon booking, I ordered a non-smoking room, but I was welcomed by a strong smell of cigarette when entering the room",[cigarette][-],,,,,,,,
c60151,s1,"what can you not say about this hotel,  We have stayed at many great 5 star hotels around the world, Peninsulars, orientals, etc, but the service in this hotel left them in a wake",[service][+],,,,,,,,
c50297,s2,Hotel and room were nicely appointed and comfortable,[room][+],,,,,,,,
c6383,s4,My rooms comes with a city and lake view,[rooms][0],[view][0],,,,,,,
c50317,s6,Even the egg on the fired fried rice was undercooked and went straight into the bin,[egg][0],,,,,,,,
c7482,s5,The staff were also kind and caring and monitoring from the first time I booked the room,[staff][+],,,,,,,,
c50090,s1,I called to make a reservation at the poolside bbq for dinner for 10 adults and 3 toddlers and spoke with Jackie,[reservation][0],[poolside bbq][0],,,,,,,
c50213,s2,It finally took me ONE hour to check in,[check in][-],,,,,,,,
c3851,s1,"Located at City of Dream, the hotel is connected to the casino and shopping mall",[casino][0],[shopping mall][+],,,,,,,
c50164,s4,"When we were waiting, I could see there were many staff presented while they refused to open an extra check-in counters ( 3 counters are closed and opened after we had wait for 20 minutes) We bought a package with breakfast, I would say the check in helper had ignored this",[staff][-],[check-in counters][-],[check in helper][-],,,,,,
c80064,s4,The service is excellent,[service][+],,,,,,,,
c14211,s5,Room service was good as well,[Room service][+],,,,,,,,
c50020,s5,I haven't been in a regular room in years,[regular rooms][-],,,,,,,,
c14032,s11,Pool area very relaxing,[Pool][+],,,,,,,,
c15544,s2,We stay here for two rooms and two nights at Star premiere suite,[rooms][0],[suite][0],,,,,,,
c9858,s3,"as i knew some facilities would be closed at 6:30pm, we wanted to have our rooms first and didn't mind if our rooms were on diff floors",[facilities][0],[rooms][0],,,,,,,
c50029,s4,real disappointing  Room wise things are looking wired and towels definitely need a change,[Room][-],[towels][-],,,,,,,
c11562,s8,We requested to have a higher level and nice view room and we sure got great view room up in the 23rd floor,[view][+],[room][+],,,,,,,
c87,s1,First of all my heartful thanks goes to Mr. Tilak Basnet from Nepal a Housekeeping staff who served us very warmly during our stay in Sheraton,[staff][+][u][p],,,,,,,,
c50130,s5,"Room is very big but seriously I don't need such a big room, I only stay like 8 hours in the room daily",[Room][0],[room][-],,,,,,,
c2676,s4,"Yes, Rooms are nice and in good condition, Pool area and Spa are great - but you expect that from a Four Seasons anyways",[Rooms][+],[Pool][+],[Spa][+],,,,,,
c13549,s4,"Great buffet dinner and breakfast, with a range of options available",[buffet dinner][+],[breakfast][+],,,,,,,
c11790,s4,"Also the hidden gems in this establishment is the staffs namely jj,james,lukas and also crisel who always welcomes us with a smile and hospitality",[staffs][+],,,,,,,,
c5624,s3,Overall the service provided was excellent but the hardware is just average compared to other similar Macau hotels (hence the overall 4 star rating),[service][+],[hardware][0],,,,,,,
