c99,s4,Could do so much more to improve the atmosphere,[atmosphere][-],,,,,,,,,,,,
c60004,s9,Looking forward to be back soon,,,,,,,,,,,,,
c3526,s11,Lining up for taxis and shuttle was well organized,[shuttle][+],,,,,,,,,,,,
c50211,s3,"Our water was shut off without notice one morning for about 30 minutes, with one of us amidst a shower",[shower][-],,,,,,,,,,,,
c1482,s4,Staff was efficient and helpful,[Staff][+],,,,,,,,,,,,
c50322,s4,I was overall happy with our stay except for the cleanliness of the shower,[cleanliness of the shower][-],,,,,,,,,,,,
c7470,s4,My experience was just bad,[experience][-],,,,,,,,,,,,
c50183,s7,but no such service in Sheraton Macao,[service][-],,,,,,,,,,,,
c5136,s4,"the views,the room (was very spacious, high quality decor and amenities) and the fantastic pool (many pools to choose from)",[views][+],[room][+],[decor][+],[amenities][0],[pool][+],,,,,,,,
c14741,s14,I also like the L'Occitane bathroom amenities,[amenities][+],,,,,,,,,,,,
c11056,s1,Fast Efficient for a big hotel and the equipment used are top class,[equipment][+],,,,,,,,,,,,
c92,s8,we are surprised by the level of service standard,[service][c],,,,,,,,,,,,
c60054,s3,The staff prepare the room in the evening as well,[staff][+],[room][+],,,,,,,,,,,
c89,s3,"We also love the ambience, the very good service, and the hospitality of the staff",[ambience][+],[service][+],[staff][+],,,,,,,,,,
c17523,s5,The interior feels like in Europe on 5th century,[interior][+],,,,,,,,,,,,
c50139,s5,The food items on the buffet counters were poor in terms of quality and presentation,[food][-],[buffet counters][0],,,,,,,,,,,
c9335,s1,We booked 2 rooms to stay over the recent weekend before NYE,[rooms][0],,,,,,,,,,,,
c2763,s2,The hotel is a normal size hotel (compared to the mega hotels in Macau) with large hotel rooms and a big conference facility (was attending a conference for 2 days here),[rooms][+],[conference facility][+],,,,,,,,,,,
c60129,s6,The view from the room was very nice and the room itself was spacious and clean,[view from the room][+],[room][+],,,,,,,,,,,
c50317,s11,"The pool was nice, but very busy as one of the two was being used for a private function",[pool][0],,,,,,,,,,,,
c7019,s6,"When we agreed to the rooms being on different floors, the lady took another 5 minutes of",[rooms][0],,,,,,,,,,,,
c5,s2,The mattresses are soft but offer enough support for the spine,[mattresses][c],,,,,,,,,,,,
c50337,s4,"But, the hotel staff never lead me to my room, and it was quite disappointing",[staff][-],,,,,,,,,,,,
c50097,s5,They had two pools however they were not in good length,[pools][-],,,,,,,,,,,,
c60083,s3,"Front service staffs are great, nothing is too much for them",[Front service staffs][+],,,,,,,,,,,,
c96,s3,They make u wait for 1 hr at reception for check in,[check in][-][u],,,,,,,,,,,,
c5439,s3,And that's all to said about the service,[service][+],,,,,,,,,,,,
c20602,s1,"Nice place, good courteous staff",[staff][+],,,,,,,,,,,,
c60057,s3,Even the service of the staffs are also excellence Thank you so much for making us feel like is our second home and given us a memorable birthday celebration,[service][+],[staffs][+],,,,,,,,,,,
c89,s4,"Especially to Jane Genivieve, Gladys Catangal, and to the Restaurant Manager, She Magallanes Gonzales that accommodates us",[staff][+][u][p],,,,,,,,,,,,
c50269,s1,Wifi free and ok,[Wifi][0],,,,,,,,,,,,
c6,s4,"Yes, the bed was very comfortable and the bathroom was very nice",[bed][+],[bathroom][+],,,,,,,,,,,
c60131,s5,Even the bar/lounge on the 38th floor and band were great,[bar][+],[lounge][+],,,,,,,,,,,
c80022,s1,"Was satisfied with literally Beautiful interior, nice furniture, warm greeting and service",[interior][+],[furniture][+],[greeting][+],[service][+],,,,,,,,,
c7480,s1,The shuttle from the ferry was very quick and useful,[shuttle][+],,,,,,,,,,,,
c50178,s13,Food was ok,[Food][0],,,,,,,,,,,,
c15336,s9,One other thing that would be great to improve is the variety of food,[variety of food][-],,,,,,,,,,,,
c80027,s3,In the evening we were served by another nice staff Rey Jan,[staff][+],,,,,,,,,,,,
c32,s2,"The staff were so helpful, we barely had to touch our bags as they were transported to and from our room and even through to the next hotel we stayed in",[staff][+],,,,,,,,,,,,
c4907,s1,It was a prefect getaway trip to Macau and special thanks to great service and arrangement by Peter Jung from FO,[service][+],[staff][+][p],,,,,,,,,,,
c5808,s6,"Overall, we have a great dinner and was a fun night for us",[dinner][+],,,,,,,,,,,,
c80044,s6,Cannot wait to be back in the summer time to enjoy the outdoor water park,[outdoor water park][+],,,,,,,,,,,,
c60084,s3,Staff is very helpful and always there for you,[Staff][+],,,,,,,,,,,,
c51,s1,Perfect location to visit the Old Town of Macao ! ,[location][+],,,,,,,,,,,,
c12108,s6,Great amenities,[amenities][+],,,,,,,,,,,,
c9342,s6,This type of service is something you don't experience often and in all my travels I'd have to say is one of the best experiences I've had,[service][0],,,,,,,,,,,,
c10996,s4,Location is really good as well,[Location][+],,,,,,,,,,,,
c50026,s1,bad 1: checked in loooong quene as in photo,[checked in][-],,,,,,,,,,,,
c50227,s6,"Can't fault the hotel facilities, the pools and spa were amazing",[facilities][0],[pool][+],[spa][+],,,,,,,,,,
c1340,s1,my stay at the conrad started before my arrival,[stay][+],,,,,,,,,,,,
c60021,s1,From the minute I arrived at the hotel the staff were friendly and helpful,[staff][+],,,,,,,,,,,,
c60081,s2,From the moment you arrive staff are very helpful to run to push elevator buttons and to service every need,[staff][+],[staff][+],,,,,,,,,,,
c50024,s4,The unsmiling staff told me that I would have to pay a fee to use the pool only for  a few hours until I took my cab ride to the airport,[staff][-],,,,,,,,,,,,
c92,s7,Business center is unacceptable when we need to print a simple documents it took us an hour to do so finally by going through a hassle to print at the front desk just because business center is not equip well with the resources in this case running out of cartridge,[business center][-],,,,,,,,,,,,
c60133,s5,This hotel has everything you need and the location is so close to everything that you get there in minutes,[location][+],,,,,,,,,,,,
c15544,s3,"Room comes with luxury design and spacious space, cozy color tone",[Room][0],[design][+],,,,,,,,,,,
c50275,s1,"5 star hotel but terrible service First of all, my mum and i reached the hotel at 1pm so we q-ed to check in like every other guests",[service][-],[check in][-],,,,,,,,,,,
c208,s10,The staff also actively gave complimentary distilled water to guests in the lobby queue to ease their thirst in this hot weather,[staff][0],,,,,,,,,,,,
c60020,s2,"Wonderful rooms, with beautiful views and every amenity; pool also one of a kind",[rooms][+],[views][+],[amenity][+],[pool][+],,,,,,,,,
c50261,s3,"Wifi is not too good, needs to reconnect to free wifi once awhile",[Wifi][-],,,,,,,,,,,,
c1884,s2,Everything is great except this hotel does not offer any executive lounge area so people with gold or diamond status are kind of stuck without place to relax,[executive lounge][+],,,,,,,,,,,,
c50115,s33,Why would there be just one towel?,[towel][-],,,,,,,,,,,,
c60125,s1,"From its stunning views, competent and attentive staff and its large family suite this hotel cannot be faulted",[views][+],[staff][+],[family suite][+],,,,,,,,,,
c3807,s3,"Part of the City of Dreams, so makes shopping and connection to the other properties easy",[Shopping][+],[connection][+],,,,,,,,,,,
c80052,s11,Room is cleaned each day to perfection - including the pool,[Room][+],[pool][+],,,,,,,,,,,
c50099,s4,In-room dining staff didn't understand my English and I could barely understand his (never ceases to amaze me that an American brand hotel doesn't employ and place English speaking people in key position_,[In-room dining staff][-],,,,,,,,,,,,
c60154,s7,The facility in the spa is no doubt first class,[facility][+],[spa][+],,,,,,,,,,,
c60011,s5,I look forward to staying again,,,,,,,,,,,,,
c8701,s4,"Service: Even with the size, the service is incredibly efficient from the concierge that booked all the restaurants",[Service][0],[service][+],[concierge][0],,,,,,,,,,
c50371,s3,"The room was also very cramped, with little free space, especially after we had housekeeping set up an extra roller bed",[room][-],[housekeeping][-],[bed][-],,,,,,,,,,
c60008,s2,To Michael from Front Office who surprised me with the customized luggage tag,[Front Office][+],,,,,,,,,,,,
c80012,s4,"Staff is super nice and friendly, especially the manager Marcos who is very professional and he gave us many useful recommendations",[Staff][+],[manager][+],,,,,,,,,,,
c20410,s5,Spacious bathroom,[bathroom][+],,,,,,,,,,,,
c50070,s3,") However, the check in process is always so long and they never have enough staff",[check in][-],[staff][-],,,,,,,,,,,
c50322,s5,There was black mould half way up the shower,[shower][-],,,,,,,,,,,,
c80017,s1,"Good memory! We have stayed at Banyan Tree Macau in January,  Victor from concierge who taken care of me and my mom was superb,  he was  very helpful , kind & make us feel like home and take care of us like he did from his heart",[concierge][+],,,,,,,,,,,,
c12684,s3,"First impression was not so nice as it was so busy that you had to be in a standing que for check in, the lobby looked too small as all the seats were occupied, my first experience with Sofitel that you have to que like this",[check in][-],[lobby][-],,,,,,,,,,,
c50083,s7,b) Did not offer late check out / ask if I want to,[check out][-],,,,,,,,,,,,
c60097,s3,"The pool facilities were fantastic, but there are not many pool chairs so if they are full you may need to be a little patient",[pool facilities][+],[pool chairs][-],,,,,,,,,,,
c50117,s3,"For drinking they don't have good lounge now also 1F tea space charged me 100%, ask asked AMEX SPG discount they don't know how work",[drinking][0],[lounge][-],,,,,,,,,,,
c50074,s8,"4) the staff, Benjamin Hung downstairs at the counter was very arrogant, unfriendly, unhelpful, rude and impatient",[staff][-],,,,,,,,,,,,
c80076,s1,From check in to check out we were impressed by the service throughout,[check in][+],[check out][+],[service][+],,,,,,,,,,
c14577,s6,and love to explain alternative transportation if we cant get the taxi through the bus,[transportation][0],[taxi][0],,,,,,,,,,,
c50126,s1,There was 8 of us booked in a club room for 3 nights,,,,,,,,,,,,,
c50273,s5,"Next time, better  skip the breakfast package unless you like predominantly Chinese cuisine",[breakfast package][-],,,,,,,,,,,,
c50075,s3,"After standing in the check-in queue for over 45 minutes, only 1 room was ready, despite it being after check-in time and having booked weeks in advance",[check-in][-],,,,,,,,,,,,
c20717,s6,"If vising Macau, do not forget to watch the show called ""House of Dancing Water"" located opposite of the venetian",[show][+],,,,,,,,,,,,
c60158,s8,"very cozy, so homelike they offered free high speed internet access",[internet access][+],,,,,,,,,,,,
c5808,s5,Is a pleasant night to meet Amet and the food also great,[food][+],,,,,,,,,,,,
c11562,s8,We requested to have a higher level and nice view room and we sure got great view room up in the 23rd floor,[view][+],[room][+],,,,,,,,,,,
c3629,s3,We booked online for the Grand Hyatt Hotel and even upgraded it to a suite,[suite][0],,,,,,,,,,,,
c55,s9,As usual the room is clean and comfortable.,[room][+],,,,,,,,,,,,
c16,s4,The location was great with easily access to nearby attractions and also Macau city,[location][+],[access][+],,,,,,,,,,,
c2227,s4,Room was big with amazing view and the breakfast was excellent,[Room][+],[view][+],[breakfast][+],,,,,,,,,,
c50372,s3,the check in took ages,[check in][-],,,,,,,,,,,,
c60083,s1,One of the best hotel stay we had for a long time comfortable room with a great view,[room][+],[view][+],,,,,,,,,,,
c17523,s6,"Breakfast give lots of variety of food from asian, american, etc",[Breakfast][+],,,,,,,,,,,,
c19138,s3,"NO free wifi? Ok, I pay for it... 160HK $ / day no problem... But then it only works in my room",[wifi][-],,,,,,,,,,,,
c68,s2,"On arrival we upgraded to the Club Floor, which was good value and included club facilities, happy hour, internet and breakfast for MOP/HKD460 for the two of us",[upgraded][+],[price][+][u],[club facilities][0],[happy hour][0],[internet][0],[breakfast][0],,,,,,,
c2122,s9,Guest officers at the club lounge are really nice and helpful,[club lounge][+],[Guest officers][+],,,,,,,,,,,
c17314,s2,"We have suites which were beautifully decorated, huge and spotless clean",[suites][+],,,,,,,,,,,,
c22,s7,Therefore the Sheraton is an excellent and economical choice,[choice][+],,,,,,,,,,,,
c80074,s1,Rooms are just incredible!I spent 90% of my time in my private room pool,[Rooms][+],[room pool][+],,,,,,,,,,,
c50105,s1,"I reserved non-smoking(I hate smoking), king bed, club room for one night",[non-smoking][0],[smoking][0],[bed][0],[club room][0],,,,,,,,,
c50096,s33,"Is it not common knowledge that you need a toilet needs a lid so that when you are finished, you can flush with the lid down and keep the bacteria inside",[lid][-],,,,,,,,,,,,
c13533,s3,Food was superb,[Food][+],,,,,,,,,,,,
c48,s1,The Sofitel is perfectly located just walking distance away from the Largo do Senado (and of course the Church of St Dominic and ruins of St Paul's Cathedral),[location][+][u],,,,,,,,,,,,
c50123,s3,"There are multiple elevator banks, the least that could be done is to have someone guide after check in, which one is to be used!",[elevator banks][0],[check in][0],,,,,,,,,,,
c1183,s6,Lukas the assistant manager was outstanding,[staff][+][p],,,,,,,,,,,,
c50205,s4,"Room facility is not good, very low quality products on the bathroom",[Room facility][-],[products on the bathroom][-],,,,,,,,,,,
c60075,s5,"The water front room was big, comfortable and with a very nice view (I stayed at the 35th floor)",[front room][+],[view][+],,,,,,,,,,,
c50162,s4,Doesn't deserve a 5 star rating,,,,,,,,,,,,,
c1393,s6,Food very mediocre,[Food][-],,,,,,,,,,,,
c50169,s1,"Despite management's claim that they are trying to improve their check-in process, the line to check-in is still indeed one hour",[check-in][-],,,,,,,,,,,,
c60045,s1,Highly recommended hotel in Macau The most beautiful view of Hotel in Macau!,[view][+],,,,,,,,,,,,
c80052,s10,The service is again impeccable,[service][+],,,,,,,,,,,,
c6664,s6,We had a very memorable holiday in this hotel,[experience][+][u],,,,,,,,,,,,
c60150,s4,"On arrival at the hotel we were checked in by friendly and helpful staff that quickly registered us and showed us to our room, which was a pleasant suite of quite reasonable size with stylish and well fitted bathrooms",[staff][+],[room][0],[suite][+],[bathrooms][+],,,,,,,,,
c50014,s5,Lamp was flickering,,,,,,,,,,,,,
c10,s3,We stayed in the hotel last year November and was given free tickets for the tower,[ticket][0],,,,,,,,,,,,
c60147,s5,Front desk staff very friendly and helpful,[Front desk staff][+],,,,,,,,,,,,
c50317,s5,The inroom dining childrens meals were a pile of stodge with a bit of dressing,[inroom dining][-],,,,,,,,,,,,
c13105,s9,Bad service,[service][-],,,,,,,,,,,,
c70,s2,Sofitel Ponte16 has a classic feel as it is situated in a lesser congested area-and the rooms have sea view of Zhuhai from across the sea,[experience][+][u],,,,,,,,,,,,
c60057,s2,The view in the room and the infinity pool was amazing it's over looking at the bay and macau side but what I impressed the most is the birthday cake surprise for my son,[view in the room][+],[pool][+],,,,,,,,,,,
c16613,s5,Customer service is very bad,[Customer service][-],,,,,,,,,,,,
c60099,s2,The hotel lobby was located on the roof of the building which shown a wonderful view of Macau,[lobby][0],[roof][0],[view][+],,,,,,,,,,
c21080,s7,Room service was above excellent,[Room service][+],,,,,,,,,,,,
c60097,s2,The bath was a treat and the beds were soft and comfortable,[bath][+],[beds][+],,,,,,,,,,,
c11790,s1,I just want to commend the good food and ambience in this restaurant,[food][+],[ambience][+],,,,,,,,,,,
c11588,s4,"The bed wasn't super-soft, although the pillows and duvet was, which resulted in a good night's sleep",[bed][-],[pillows][0],[duvet][0],,,,,,,,,,
c19,s4,"Normal rooms are avg., bit poor comparing to upgraded",[normal room][-],,,,,,,,,,,,
c19946,s5,the IT came to mend for the whole nite yet useless,[staff][-][u][p],,,,,,,,,,,,
c50328,s1,Poor Service - Wrong room number provided by Front Desk staff,[Service][-],[Front Desk staff][-],,,,,,,,,,,
c50341,s4,"We had paid extra to have breakfast at the hotel, but when we arrived there was a queue for around 60 people ahead of us",[breakfast][-],[queue][-],,,,,,,,,,,
c1553,s6,"SERVICE  Normally, I include service as a part of my review of the Hotel and the Room",[SERVICE][0],[service][0],[Room][+],,,,,,,,,,
c80034,s2,"Excellent service, clean room and beautiful interior   There is a king size bed and a place for you to sit next to the pool",[service][+],[room][+],[interior][+],[bed][0],[pool][0],,,,,,,,
c60138,s3,We were warmly greeted by the hotel staff at ferry port,[staff][+],,,,,,,,,,,,
c60014,s4,"The Restore massage was absolutely pure heaven Orpha,  the masseuse,  was brilliant",[massage][+],,,,,,,,,,,,
c64,s1,This hotel is located in the Cotai area which in my opinion is great since it offers more entertainment and shopping for those who don\'t gamble and the ambience is more touristy,[location][+][u],[entertainment][+],[shopping mall][+],[ambience][0],,,,,,,,,
c33,s2,The reason I said it was a bad start to our stay was because I booked via Hotelclub.com,[stay][-],,,,,,,,,,,,
c80044,s3,The service was top notch,[service][+],,,,,,,,,,,,
c6156,s5,Towels are small and hard,[Towels][-],,,,,,,,,,,,
c60159,s5,"Food and service are very good, the design of the hotel is very special indeed",[Food][+],[service][+],,,,,,,,,,,
c94,s7,"If you go out in the morning and expect your room to be clean when you get back, you will be disappointed",[room][-],,,,,,,,,,,,
c50003,s7,"We waited for an hour, an whole hour without any staff appearance",[staff][-],,,,,,,,,,,,
c60017,s2,"There is a great choice of restaurants both inside and outside the hotel, and the fitness centre is outstanding",[choice of restaurants][+],[fitness centre][+],,,,,,,,,,,
c29,s2,This hotel is always busy especially at the check in counter,[check in][-][u],,,,,,,,,,,,
c98,s2,"However, I return home rather disasppointed by the who experience",[experience][-],,,,,,,,,,,,
c60078,s1,"Room was clean , whole hotel experience very good",[Room][0],[experience][+],,,,,,,,,,,
c3684,s4,The staff is nice and they serves delicious food,[staff][+],[food][+],,,,,,,,,,,
c1751,s2,Our room has been upgraded to suite,[suite][+],,,,,,,,,,,,
c50136,s4,Then during the check in the staff at the counter forgot to tell us about breakfast and print the vouchers even though it was paid for,[check in][+],[staff][0],,,,,,,,,,,
c2769,s1,"This is my first time to stay in Macau, very beautiful memorable two nights three days",[experience][+][u],,,,,,,,,,,,
c5293,s3,"very friendly staffs, nice rooms ana amenities and highly recommend FO satff Erika to look fir her smwhen guys wanna stay in Sheraton Macao",[staffs][+],[rooms][+],[amenities][+],,,,,,,,,,
c60071,s8,The room is comfortable and simple decoration with style,[room][+],[decoration][+],,,,,,,,,,,
c18208,s2,"Things falling off, cracks, broken things, didn't feel like a clean room at all",[room][-],,,,,,,,,,,,
c81,s6, Nice pool,[pool][+],,,,,,,,,,,,
c72,s2,A magnificent hotel,[hotel][+],,,,,,,,,,,,
c1341,s10,"Not only the quality of food/drinks and variety of food/drinks, but especially the personal attention (Thank you Sarah)",[food][+],[drinks][+],[personal attention][+],,,,,,,,,,
c50016,s1,Was very disappointed with Sheraton service,[service][-],,,,,,,,,,,,
c80058,s3,And I am totally taken by the services Banyan Tree Macau had to offer,[services][+],,,,,,,,,,,,
c80066,s2,Thank you for the service Banyan Tree Please ignore the underappreciating people as they are only trying to get attention,[service][+],,,,,,,,,,,,
c11044,s4,"The room is comfortable, and I will recommend the room with the view of the Eiffel Tower, as the night view will be nice",[room][+],[view][+],,,,,,,,,,,
c18837,s2,"Usually, there will be live performance from very talented performers, the last time I was there, they decorated the whole area with a \'snow\' effect with a title ""It\'s Winter in Venice"" and it\'s just too nice to take a picture from outside, you\'d really feel the essence of snow and the feel of Christmas",[performance][0],,,,,,,,,,,,
c60123,s9,"The amazing bathroom, which takes up about 1/3 of the room is compete with a walk-in closet, LARGE soaking tub",[bathroom][+],[tub][+],,,,,,,,,,,
c50150,s3,We stayed in a Deluxe king room,[Deluxe king room][-],,,,,,,,,,,,
c50162,s3,Overall a very sad and pathetic experience,[experience][-],,,,,,,,,,,,
c60017,s1,The hotel has excellent views over the sea,[views][+],,,,,,,,,,,,
c3634,s6,Two LED TVs,[TVs][+],,,,,,,,,,,,
c60026,s2,"The reception view is so nice, the hotel is clean, the room view is so nice, the swimming pool is so quiet, the sauna jacuzzi facility is great",[reception view][+],[room view][+],[swimming pool][0],[sauna jacuzzi][+],,,,,,,,,
c50038,s2,Hotel is crowded so there is no upgrade to my room which is acceptable,[upgrade][0],,,,,,,,,,,,
