c80018,s6,thank u banyan tree Macau and housekeeping team,[housekeeping][+],Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
c50191,s4,"Reception  Unless you are an SPG member, do not stay here as it could be a good hour before you get checked in",[Reception][0],[checked in][0],,,,,,,,,,,
c80069,s3,Check in was quick and easy and upon entering the room we were greeted with a free bottle of wine and cake,[Check in][+],[room][+],,,,,,,,,,,
c98,s11,The door is very thin and basically you can hear everything that goes on in,[door][0],,,,,,,,,,,,
c3559,s6,"Hotel facilities - Since we are going on the weekdays so the hotel is not busy and we can totally enjoy the facilities like the gym room, swimming pool and outdoor jacuzzi",[facilities][0],[gym room][+],[swimming pool][+],[outdoor jacuzzi][+],,,,,,,,,
c50148,s5,"There was no greetings when I went to Bene for breakfast, was left there not knowing whether I shall go in and find a seat directly all by myself or someone will usher me in",[greetings][-],[Bene for breakfast][-],,,,,,,,,,,
c18551,s5,You have to walk through the Casino to get to all the rooms,[Casino][0],[rooms][0],,,,,,,,,,,
c45000014,s4,"example, there was not usb charging socket in room, and the hotel was nice enough to offer adapter for it, yet, when you plugged the usb charging cable in, it failed to fit into the socket on wall",[usb charging socket][-],[room][-],,,,,,,,,,,
c60138,s1,Frankly I wasn't interested to stay in Altira before I came to the hotel because of it's location,[location][+],,,,,,,,,,,,
c11430,s8,"Also spent some time in their casinos and they gave away hot milk tea, hot coffee and red bull",[milk tea][0],[coffee][0],[red bull][0],,,,,,,,,,
c50563,s5,The bathroom amenities were limited as there were only one set of shower gels shampoo  and 2 sets on towels and,[bathroom amenities][-],[shower gels][-],[shampoo][-],[towels][-],,,,,,,,,
c31,s1,Bed was great - the chocolate special was to die for!,[bed][+],[chocolate special][+][u],,,,,,,,,,,
c17801,s8,"The casino is very big and has loads of people gambling, I am not interested in the casino so I'm unable to give any reviews or tips in regards to casino",[casino][0],[casino][0],[casino][0],,,,,,,,,,
c91,s3,Everywhere there is wrought iron frames to give a belle epoque like theme from the time of the construction of the tower,[tower][0],,,,,,,,,,,,
c3516,s5,Good toiletries,[toiletries][+],,,,,,,,,,,,
c50561,s3,The checkin took ages and the experience was worse than a one-star Mainland China Hotel,[checkin][-],,,,,,,,,,,,
c50107,s6,However when I got there I waited about 15 minutes to get any service,[service][0],,,,,,,,,,,,
c2,s3,The room itself is great!,[room][+],,,,,,,,,,,,
c18960,s8,The only bad note is that we were told we would have a sofa bed in the suite but when we arrived it turned out to be a normal sofa,[suite][0],,,,,,,,,,,,
c20663,s11,"Other than that, Venetian food court on level 3 also had 2 restarants which were serving Indian Dishes",[food court][0],[indian dishes][0],,,,,,,,,,,
c60119,s8,The service was ok and professional with some issues which are easily forgivable,[service][+],,,,,,,,,,,,
c3629,s8,It's really big and everything is nicely decorated,[decorated][0],,,,,,,,,,,,
c35000010,s2,"HOWEVER, I was upset by the front desk and your hotline's colleague",[front desk][-],,,,,,,,,,,,
c50009,s3,Middle of the night room heater stopped working,[room heater][-],,,,,,,,,,,,
c2,s2,"Hence, I have decided to stay at the Venetian when I visited Macau",,,,,,,,,,,,,
c76,s1,I have experienced a fantastic trip during my stay in the Parisian Macao last month,[stay][0],,,,,,,,,,,,
c50240,s2,Worst part is the membership which I don't recommend as they don't credit any points if you book through an agent,[membership][-],,,,,,,,,,,,
c17028,s4,The buffet breakfast was extensive and catered for both western and eastern tastes,[breakfast buffet][+],,,,,,,,,,,,
c50712,s7,The bathroom door doesn't lock and there is no bubble bath for the huge bath,[bathroom door][-],[bubble bath][-],,,,,,,,,,,
c50723,s7,"For us, it was quite surprise when we found our room got luggage and underwear's hanging in the bathroom",[room][-],,,,,,,,,,,,
c50269,s9,Amenities available,[Amenities][0],,,,,,,,,,,,
c8793,s6,The staff refilled our coffee without asking,[staff][0],,,,,,,,,,,,
c80008,s5,"The staff was very friendly and helpful, made us feel right at home The food was good too",[staff][+],[food][+],,,,,,,,,,,
c11507,s10,We found the bed was little harder than we would have liked,[bed][0],,,,,,,,,,,,
c12522,s4,Taken to 17th floor for executive checkin,[executive checkin][0],,,,,,,,,,,,
c9335,s2,On arrival at the ferry we looked out for the free shuttle service to the hotel,[shuttle][0],,,,,,,,,,,,
c50607,s3,"Oh, and the second room in the suite smelled of sewage",[suite][-],[smell][-],,,,,,,,,,,
c50289,s3,The lobby was overcrowded with guests but front desk staff are helpful luckily,[lobby][0],[front desk staff][-],,,,,,,,,,,
c2906,s8,The gym was pristine clean and the in house Trainer,[gym][+],,,,,,,,,,,,
c50399,s3,The shampoo and soap are unbelievable cheap,[shampoo][-],[soap][-],,,,,,,,,,,
c50141,s1,"Be warned that even if you pay for the CLub floor rooms, ordering anything (including a bottle of beer) will take them a minimum of 25 minutes to deliver, by which time you can expect the cold beer to be a bit warm",[CLub floor rooms][0],,,,,,,,,,,,
c80005,s4,"my wife and me were very impressed with his services and professionalism Additionally, the hotel provided us a free room upgrade with nice birthday deco, champagne and a cake",[services][+],[room upgrade][+],,,,,,,,,,,
c10125,s6,Many choice of food from the internal buffet offer,[choice of food][+],[buffet][+],,,,,,,,,,,
c14379,s2,The housekeeping service is super neat,[housekeeping service][+],,,,,,,,,,,,
c2,s10,The hotel has also set aside area for keeping the bags before the check-in,[side area][0],,,,,,,,,,,,
c50284,s3,This time the room very smelly,[room][-],,,,,,,,,,,,
c11562,s6,So we had dinner and lunch during these trip,[dinner][0],[lunch][0],,,,,,,,,,,
c45000024,s3,"The room was drab, ill equipped, with the worst view that macau can offer",[room][-],[view][-],,,,,,,,,,,
c50170,s6,We were greatly disappointed with the service,[service][-],,,,,,,,,,,,
c913,s8,"At night I went to the Grand Club to do some work, and although the cocktail', '_'",[cocktail][+],,,,,,,,,,,,
c55,s9,As usual the room is clean and comfortable.,[room][+],,,,,,,,,,,,
c50452,s2,Rooms are generally spacious (so does holiday inn and Conrad) but the decoration is minimal at best,[Rooms][-],[decoration][-],,,,,,,,,,,
c63,s4,Service from front desk to housekeeping was quick and friendly,[front desk][+],[service][+],[housekeeping][+],,,,,,,,,,
c16816,s10,The only plus point is the room size,[room size][+],,,,,,,,,,,,
c50000,s4,The router in the room provides both wired and wifi connection,[router][0],,,,,,,,,,,,
c50454,s12,The Lifts are hot as if you are in an oven,[Lifts][-],,,,,,,,,,,,
c50625,s2,(1) :check in and check out still a problem,[check in][-],[check out][-],,,,,,,,,,,
c50746,s6,"Cons:  - HORRIBLE view, despite being a SPG member",[view][-],,,,,,,,,,,,
c80018,s2,Housekeeping who clean my room was superb,[Housekeeping][+],[room][0],,,,,,,,,,,
c60,s3,I felt i was royality.,[experience][+][u],,,,,,,,,,,,
c12108,s5,Amazing rooms - big with great views,[rooms][+],[views][+],,,,,,,,,,,
c35000006,s4,"However, their staff told us we had to wait for another half an hour because our room was not ready",[staff][-],[room][-],,,,,,,,,,,
c50354,s6,Had to call reception and ask them to let Room Service return our call because no one was answering,[reception][0],[Room Service][-],,,,,,,,,,,
c58,s2,"For a quick visit, we felt the hospitality of the staff, very good food from the brassiere and most of all the view of the tower",[staff][+][u],[brassiere][+],[view][+],[food][+],,,,,,,,,
c12522,s10,Then free drinks and eats back at dining area,[drinks][0],[dining area][0],,,,,,,,,,,
c50315,s6,The lobby bar Palms was not attractive at all for pre dinner drink,[lobby bar][0],,,,,,,,,,,,
c60149,s4,The spa is actually the best in Asia,[spa][+],,,,,,,,,,,,
c50203,s2,We opted for a non-smoking room and were given a 16th floor room on Earth Tower,[non-smoking][0],,,,,,,,,,,,
c35000004,s2,they cannot find one of our room and ask us to contact the travel agent,[room][-],,,,,,,,,,,,
c50171,s1,"We arrived around 4:30pm, there was a super long queue",[queue][-],,,,,,,,,,,,
c60052,s1,This is my second stay and one thing always attracts my heart about this boutique hotel is the panorama view of bridges and beautiful skyline from top floor,[view][+],,,,,,,,,,,,
c80,s4,"On the day of check-in, she came to the counter to greet us.",[check-in][0],,,,,,,,,,,,
c4,s6,High ceiling,[ceiling][0],,,,,,,,,,,,
c50035,s4,This review is just based on the check in process,[check in][0],,,,,,,,,,,,
c50001,s5,security personnel should be fired and replaced by more competent people,[security personnel][-],,,,,,,,,,,,
c50074,s1,Booked a room for 4 pax,,,,,,,,,,,,,
c50005,s4,"the lady staff used her  body to block me to go in, I felt so insulted",[staff][-],,,,,,,,,,,,
c449,s4,"Can__ wait to get back again soon (already made a new reservation for early January, just because of you guys",[staff][+][p],,,,,,,,,,,,
c89,s2,Definitely we had a great experience enjoying their mouthwatering foods from appetizers to desserts,[experience][+],[appetizers][0],,,,,,,,,,,
c12108,s2,"He got me through breakfast, even when it was closed",[staff][+][p],,,,,,,,,,,,
c50559,s10,The worst event so far is I was not allowed to order room service,[room service][-],,,,,,,,,,,,
c20305,s7,not to forget the canal ways and the mall experience and the beautiful 'sky,[mall][+],,,,,,,,,,,,
c15,s2,The casino is the biggest you will find anywhere - and there is a great poker room,[casino] [0],[poker room][+],,,,,,,,,,,
c50189,s10,The concierge were chatting among themselves while I went approach them to ask for questions and they made me feel like I was disturbing them and was not helpful at all,[concierge][0],,,,,,,,,,,,
c50178,s11,"Secondly, there was not enough table for breakfast seating in the lounge",[table for breakfast][-],[lounge][-],,,,,,,,,,,
c14741,s11,The beds are quite comfortable too,[beds][+],,,,,,,,,,,,
c50368,s1,I stayed during the 1 few days before New Year and the lobby and bell drop off for luggage were like a zoo with very long lines and people occupying every open space,[lobby][-],,,,,,,,,,,,
c60145,s2,First class service from the moment we were met at the ferry terminal,[service][+],,,,,,,,,,,,
c1165,s3,"However, I keep on coming back because the uniqueness of the its service",[service][+],,,,,,,,,,,,
c50420,s4,However then the hotel had major issues with power outages,[power outages][-],,,,,,,,,,,,
c11896,s12,"The Housekeeping is', '_'",[Housekeeping][0],,,,,,,,,,,,
c11906,s4,The benefits of the Club Lounge are second to none - all day refreshments and an excellent cocktails and canap茅s session for two hours every evening,[Club Lounge][+],[refreshments][+],[cocktails][+],,,,,,,,,,
c50298,s6,Checkout experience wasn't perfect either,[Checkout][-],,,,,,,,,,,,
c2124,s1,clean rooms,[rooms][0],,,,,,,,,,,,
c80053,s2,"Once you have arrived the lobby it gives you this feeling that you're in this sanctuary, the ambiance itself and the lobby scent, IT'S JUST AMAZING",[lobby][+],[ambience][+],[lobby scent][+],,,,,,,,,,
c15577,s3,"The pool is big, and kids like it",[pool][+],,,,,,,,,,,,
c50230,s6,Once in the room we were called by the hotel and told that the 4KHKD was on top of what was quoted for the rooms we had originally booked,[room][0],[rooms][0],,,,,,,,,,,
c8399,s3,Their staffs are extremely helpful & provide service without asking,[staffs][+],,,,,,,,,,,,
c5653,s4,My book is free breakfast and free access to club lounges but the Reception will push you to have your breakfast at Bene which is very bad food,[breakfast][0],[club lounges][0],[Reception][0],[breakfast][0],[food][+],,,,,,,,
c50637,s1,I found the location to be an issue,[location][-],,,,,,,,,,,,
c50416,s5,"So I went to the SPG counter, the queue is long and there's only two staff at the counter, and they took ages to finish one check-in, one even keep chatting with the customers on and off",[queue][-],[staff][-],[check-in][-],,,,,,,,,,
c50236,s5,"If want services, don't stay here",[services][-],,,,,,,,,,,,
c87,s4,"He is very kind and smart staff with fluent in english ~ after a few mins conversation with him i came to know that he really have very good knowledge of hospitality, as i am also of same stream.",[staff][+][u][p],,,,,,,,,,,,
c50337,s6,We called house keeping service to clean the toilet,[house keeping service][0],[toilet][0],,,,,,,,,,,
c50601,s5,"(5)who in their right mind would design rooms facing each other, so your view is the room in the other tower",[view][-],,,,,,,,,,,,
c50103,s1,This hotel is absolutely the worst SPG hotel in terms of check in service,[check in][-],,,,,,,,,,,,
c8001,s5,The Sheraton is above its own casino and sort of melds into a shopping mall which has some restaurants and a mix of luxury and mid level shops and then turns into another big hotel,[shopping mall][0],[restaurants][0],,,,,,,,,,,
c7470,s3,All I thought was I could finally find a hotel in Macau that provide good service.,[service][+],,,,,,,,,,,,
c6593,s4,"Pool to public was just ok, too small, pity that the large pool at 8th floor was only open to private party",[Pool to public][0],[large pool][0],,,,,,,,,,,
c50138,s4,"Our upgraded room to a suite was good however I had booked a room for 3 people as my sister-in-law was sharing and they had made no provisions for this ie extra towel, dressing gown, bathroom soaps, glass etc",[room][0],[suite][0],[towel][-],[dressing gown][-],[bathroom soaps][-],[glass][-],,,,,,,
c50227,s6,"Can't fault the hotel facilities, the pools and spa were amazing",[facilities][0],[pool][+],[spa][+],,,,,,,,,,
c50047,s5,"They said they were giving us an upgrade at check in, however this turned out to be the same room with a higher ceiling",[upgrade][0],[check in][-],,,,,,,,,,,
c50745,s5,Swimming Pool - just open 1 floor (they should have another floor?),[Swimming Pool][-],,,,,,,,,,,,
c50247,s7,"u want to get to elevator u gotta que, u want go to concierge, u gotta que",[elevator][-],[concierge][-],,,,,,,,,,,
c60150,s6,The staff made our trip very special,[staff][+],,,,,,,,,,,,
c50743,s3,"Ie Big, noisy, cookie cutter service",[service][-],,,,,,,,,,,,
c80036,s6,"Add to that the beautiful outdoor swimming pool, and the highly courteous staff and it makes for an amazing stay",[outdoor swimming pool][+],[staff][+],,,,,,,,,,,
c1043,s3,"The breakfast at the Grand Orbit was superb, and the spa was a 10",[breakfast][+],[spa][0],,,,,,,,,,,
c50249,s6,"Use the club lounge, find that the lounge understaff and not very helpful",[staff][-],,,,,,,,,,,,
c50137,s4,"rooms are ok and when you are in macau, you are hardly in the room",[rooms][0],[room][0],,,,,,,,,,,
c13338,s4,Reception service gd,[Reception service][+],,,,,,,,,,,,
c80058,s6,Limo was arranged to pick me up upon arrival (but I believe there is shuttle bus that will take you from the ferry terminal to the hotel),[Limo][+],,,,,,,,,,,,
c19713,s7,the rooms are also named after the important cities of Rome,[rooms][0],,,,,,,,,,,,
c60024,s1,"The staff were absolutely amazing, rooms and facilities were spotless",[staff][+],[rooms][+],[facilities][+],,,,,,,,,,
c51,s1,Perfect location to visit the Old Town of Macao !,[location][+],,,,,,,,,,,,
c29,s3,"Such a great experience, no complaint at all",[experience][+],,,,,,,,,,,,
c6,s3,But then one is in Macau for other reasons and not just just admiring the room decor and having a bath every hour,[decor][+],,,,,,,,,,,,
c60039,s6,Service was very prompt and courteous,[Service][+],,,,,,,,,,,,
c21124,s1,The hotel is beautiful as well as our Bella Room,[Room][+],,,,,,,,,,,,
c50307,s6,Breakfast was in a restaurant in a shopping mall far from our room and mediocre at best,[Breakfast][0],[room][0],,,,,,,,,,,
c50214,s2,My daughter can't sleep in the room,[room][-],,,,,,,,,,,,
c66,s1,what an awesome stay,[stay][+],,,,,,,,,,,,
c832,s7,There is a good and big pool area with lots of space as well as a Spa with reasonable prices and excellent service,[pool][0],[prices][+],[service][+],,,,,,,,,,
c3684,s3,"The room is very hugeeeeeeee, clean, modern, and nice :)",[room][+],,,,,,,,,,,,
c35000020,s9,Conrad Toilet Bowl Flushing System is the worst I've had encountered in a 5 star hotel,[Toilet Bowl Flushing System][-],,,,,,,,,,,,
c50685,s6,For my 4 day stay the housekeeping changed the towels but never really cleaned again,[housekeeping][-],,,,,,,,,,,,
c50014,s2,Main lobby looks promising and Check in took a while due to scanner issue,[Check in][-],[scanner][-],,,,,,,,,,,
c50295,s4,"why??  I didn't know my room was in ,""EARTH TOWE""",,,,,,,,,,,,,
c14379,s3,And the front desk staffs are warm and friendly,[front desk][+],[staffs][+],,,,,,,,,,,
c60142,s2,"Friendly, genuinely helpful staff that work very efficiently (which I find rare in Macau sorry to say",[staff][+],,,,,,,,,,,,
c7201,s4,It starts already with the feeling of being a number instead a guest that you have to line up for check in,[check in][0],,,,,,,,,,,,
c11507,s2,We were upgraded to the family room which was great because our kids loved the room,[family room][0],,,,,,,,,,,,
